month,no_edit,property_stat
2014-08-31,114,P244
2014-09-30,161,P244
2014-10-31,99,P244
2014-11-30,98,P244
2014-12-31,13,P244
2015-01-31,18,P244
2015-02-28,9,P244
2015-03-31,25,P244
2015-04-30,40,P244
2015-05-31,33,P244
2015-06-30,17,P244
2015-07-31,25,P244
2015-08-31,47,P244
2015-09-30,28,P244
2015-10-31,34,P244
2015-11-30,69,P244
2015-12-31,25,P244
2016-01-31,12,P244
2016-02-29,13,P244
2016-03-31,22,P244
2016-04-30,3,P244
2016-05-31,16,P244
2016-06-30,14,P244
2016-07-31,27,P244
2016-08-31,23,P244
2016-09-30,3,P244
2013-06-30,3,P2442
2013-11-30,4,P2442
2013-12-31,3,P2442
2014-06-30,3,P2442
2014-08-31,4,P2442
2014-10-31,4,P2442
2015-05-31,3,P2442
2015-11-30,3,P2442
2016-01-31,3,P2442
2016-09-30,3,P2442
2014-08-31,3,P2446
2014-10-31,6,P2446
2014-12-31,3,P2446
2016-05-31,3,P2446
2013-03-31,3,P245
2013-10-31,3,P245
2014-06-30,3,P245
2014-08-31,3,P245
2014-09-30,3,P245
2014-10-31,6,P245
2015-05-31,3,P245
2016-01-31,6,P245
2016-08-31,3,P245
2014-02-28,3,P2456
2015-03-31,3,P2456
2015-08-31,3,P2456
2013-09-30,3,P246
2013-12-31,3,P246
2014-09-30,3,P246
2014-11-30,3,P246
2015-02-28,6,P246
2015-04-30,3,P246
2015-05-31,3,P246
2016-05-31,3,P246
2013-10-31,3,P2460
2013-03-31,3,P2462
2014-06-30,3,P2465
2014-06-30,3,P247
2014-09-30,3,P247
2014-11-30,3,P247
2015-04-30,4,P247
2015-10-31,6,P247
2015-11-30,3,P247
2015-12-31,5,P247
2013-07-31,3,P2471
2013-10-31,3,P2471
2014-09-30,3,P2471
2015-05-31,3,P2471
2015-10-31,3,P2471
2014-09-30,3,P2479
2015-07-31,3,P2481
2014-03-31,4,P249
2016-02-29,3,P249
2016-08-31,4,P249
2015-01-31,3,P2491
2014-10-31,3,P2497
2013-03-31,6,P25
2013-06-30,20,P25
2013-07-31,6,P25
2013-08-31,10,P25
2013-09-30,16,P25
2013-10-31,8,P25
2013-11-30,10,P25
2014-01-31,5,P25
2014-02-28,3,P25
2014-04-30,3,P25
2014-05-31,3,P25
2014-06-30,23,P25
2014-07-31,25,P25
2014-08-31,29,P25
2014-09-30,30,P25
2014-10-31,39,P25
2014-11-30,53,P25
2014-12-31,3,P25
2015-02-28,6,P25
2015-03-31,3,P25
2015-04-30,27,P25
2015-05-31,9,P25
2015-06-30,3,P25
2015-07-31,9,P25
2015-08-31,17,P25
2015-09-30,12,P25
2015-10-31,12,P25
2015-11-30,12,P25
2015-12-31,10,P25
2016-01-31,12,P25
2016-04-30,6,P25
2016-05-31,3,P25
2016-06-30,3,P25
2016-09-30,12,P25
2015-11-30,3,P2502
2015-04-30,4,P2505
2014-07-31,3,P2508
2015-03-31,3,P2518
2014-11-30,3,P2519
2013-09-30,3,P2520
2013-03-31,4,P2521
2013-10-31,3,P2521
2014-06-30,6,P2521
2014-08-31,9,P2521
2014-10-31,6,P2521
2015-05-31,6,P2521
2015-07-31,3,P2521
2015-08-31,3,P2521
2015-09-30,5,P2521
2015-11-30,6,P2521
2015-12-31,6,P2521
2016-02-29,3,P2521
2016-07-31,3,P2521
2014-06-30,3,P2522
2014-08-31,6,P2522
2014-10-31,3,P2522
2014-11-30,3,P2522
2015-06-30,3,P2522
2016-01-31,3,P2522
2016-05-31,3,P2522
2014-08-31,6,P2527
2014-11-30,8,P2527
2015-03-31,8,P2527
2015-05-31,5,P2527
2015-10-31,4,P2527
2015-11-30,4,P2527
2015-08-31,10,P2528
2015-11-30,3,P2528
2013-10-31,3,P2529
2014-06-30,3,P2529
2015-05-31,3,P2529
2013-08-31,3,P2531
2013-09-30,9,P2534
2014-03-31,6,P2534
2014-04-30,5,P2534
2014-05-31,9,P2534
2014-06-30,4,P2534
2014-08-31,6,P2534
2014-10-31,3,P2534
2014-11-30,12,P2534
2015-01-31,6,P2534
2015-04-30,5,P2534
2015-08-31,4,P2534
2015-10-31,7,P2534
2015-11-30,13,P2534
2016-09-30,3,P2534
2016-01-31,4,P2537
2015-04-30,4,P2541
2013-04-30,3,P2547
2014-02-28,3,P2549
2014-11-30,3,P2549
2015-09-30,3,P2549
2015-11-30,3,P2549
2014-09-30,7,P2552
2014-10-31,4,P2552
2015-02-28,3,P2552
2014-01-31,4,P2556
2015-11-30,3,P2556
2013-03-31,3,P2559
2013-08-31,5,P2559
2014-02-28,3,P2559
2014-06-30,11,P2559
2014-08-31,3,P2559
2014-09-30,4,P2559
2014-11-30,3,P2559
2015-04-30,5,P2559
2015-07-31,3,P2559
2015-08-31,3,P2559
2015-10-31,9,P2559
2015-11-30,3,P2559
2016-01-31,8,P2559
2016-05-31,3,P2559
2016-06-30,3,P2559
2016-09-30,4,P2559
2014-06-30,3,P2562
2014-10-31,3,P2562
2015-07-31,3,P2562
2014-06-30,3,P2572
2014-07-31,7,P2572
2014-09-30,3,P2572
2014-10-31,3,P2572
2015-05-31,3,P2572
2015-09-30,3,P2572
2014-11-30,3,P2574
2015-06-30,3,P2574
2014-08-31,3,P2579
2014-08-31,4,P2580
2014-10-31,3,P2580
2015-03-31,5,P2580
2015-04-30,4,P2580
2015-11-30,3,P2580
2014-09-30,3,P2583
2014-11-30,3,P2583
2016-09-30,3,P2583
2013-06-30,3,P2588
2013-09-30,15,P2588
2013-11-30,3,P2588
2014-01-31,3,P2588
2014-06-30,9,P2588
2014-08-31,3,P2588
2014-09-30,6,P2588
2015-02-28,3,P2588
2015-03-31,3,P2588
2015-07-31,3,P2588
2015-10-31,15,P2588
2016-09-30,3,P2588
2013-06-30,3,P2589
2014-09-30,5,P2590
2016-06-30,3,P2595
2013-09-30,3,P2596
2013-06-30,4,P2599
2013-03-31,3,P26
2013-04-30,24,P26
2013-05-31,17,P26
2013-06-30,21,P26
2013-07-31,7,P26
2013-08-31,38,P26
2013-09-30,18,P26
2013-10-31,11,P26
2013-11-30,6,P26
2013-12-31,3,P26
2014-01-31,12,P26
2014-02-28,15,P26
2014-04-30,6,P26
2014-05-31,11,P26
2014-06-30,36,P26
2014-07-31,31,P26
2014-08-31,46,P26
2014-09-30,42,P26
2014-10-31,35,P26
2014-11-30,34,P26
2014-12-31,14,P26
2015-01-31,10,P26
2015-02-28,11,P26
2015-03-31,5,P26
2015-04-30,24,P26
2015-05-31,18,P26
2015-06-30,25,P26
2015-07-31,37,P26
2015-08-31,39,P26
2015-09-30,3,P26
2015-10-31,25,P26
2015-11-30,33,P26
2015-12-31,6,P26
2016-01-31,6,P26
2016-02-29,61,P26
2016-04-30,11,P26
2016-05-31,19,P26
2016-06-30,9,P26
2016-07-31,12,P26
2016-08-31,20,P26
2016-09-30,12,P26
2015-09-30,3,P2600
2014-09-30,4,P2603
2013-05-31,3,P2604
2013-11-30,3,P2604
2014-02-28,3,P2604
2014-06-30,3,P2604
2015-04-30,3,P2604
2015-08-31,3,P2604
2015-12-31,3,P2604
2016-09-30,3,P2604
2015-08-31,3,P2605
2013-10-31,7,P2612
2014-08-31,3,P2612
2014-09-30,3,P2612
2014-11-30,3,P2612
2015-01-31,3,P2612
2016-08-31,4,P2612
2014-10-31,9,P2613
2016-01-31,3,P2620
2015-02-28,3,P2626
2013-09-30,3,P2628
2014-08-31,8,P263
2014-10-31,3,P263
2016-05-31,3,P263
2013-06-30,4,P2630
2013-07-31,5,P2635
2013-08-31,3,P2635
2013-10-31,3,P2635
2014-06-30,8,P2635
2014-09-30,12,P2635
2014-11-30,4,P2635
2015-01-31,3,P2635
2015-04-30,3,P2635
2015-06-30,3,P2635
2015-10-31,4,P2635
2015-11-30,3,P2635
2016-05-31,3,P2635
2013-06-30,3,P2638
2013-08-31,3,P2638
2015-04-30,6,P2638
2014-06-30,3,P2639
2014-10-31,3,P2639
2014-12-31,3,P2639
2015-01-31,3,P2639
2015-08-31,3,P2639
2015-10-31,3,P2639
2015-11-30,3,P2639
2016-09-30,3,P2639
2013-06-30,6,P264
2013-12-31,3,P264
2014-01-31,3,P264
2014-06-30,3,P264
2014-07-31,3,P264
2014-08-31,3,P264
2014-09-30,3,P264
2014-10-31,10,P264
2015-01-31,6,P264
2015-03-31,3,P264
2015-08-31,3,P264
2015-11-30,6,P264
2016-01-31,10,P264
2016-02-29,3,P264
2016-07-31,3,P264
2014-05-31,3,P2640
2015-03-31,3,P2640
2016-02-29,3,P2640
2014-10-31,3,P2641
2016-08-31,3,P2641
2013-05-31,3,P2642
2014-07-31,3,P2642
2015-07-31,3,P2642
2016-03-31,3,P2642
2016-07-31,3,P2642
2015-10-31,4,P2650
2014-03-31,3,P2656
2014-11-30,3,P2656
2015-10-31,3,P2656
2015-11-30,3,P2656
2016-09-30,3,P2656
2014-08-31,4,P2658
2015-12-31,5,P2659
2014-09-30,3,P266
2015-07-31,3,P2660
2015-09-30,3,P2660
2015-11-30,7,P2660
2013-05-31,3,P2661
2014-02-28,4,P2661
2014-06-30,5,P2661
2014-11-30,3,P2664
2014-11-30,3,P2665
2015-07-31,7,P2670
2013-08-31,3,P2671
2013-10-31,5,P2671
2014-06-30,4,P2671
2014-09-30,3,P2671
2014-10-31,13,P2671
2015-03-31,5,P2671
2015-05-31,3,P2671
2015-06-30,3,P2671
2015-08-31,10,P2671
2013-02-28,10,P268
2013-03-31,18,P268
2013-04-30,18,P268
2013-05-31,6,P268
2013-06-30,37,P268
2013-07-31,19,P268
2013-08-31,82,P268
2013-09-30,41,P268
2013-10-31,44,P268
2013-11-30,30,P268
2013-12-31,9,P268
2014-01-31,22,P268
2014-02-28,15,P268
2014-03-31,6,P268
2014-04-30,26,P268
2014-05-31,34,P268
2014-06-30,120,P268
2014-07-31,57,P268
2014-08-31,113,P268
2014-09-30,165,P268
2014-10-31,99,P268
2014-11-30,114,P268
2014-12-31,13,P268
2015-01-31,21,P268
2015-02-28,27,P268
2015-03-31,23,P268
2015-04-30,82,P268
2015-05-31,76,P268
2015-06-30,26,P268
2015-07-31,37,P268
2015-08-31,77,P268
2015-09-30,44,P268
2015-10-31,38,P268
2015-11-30,100,P268
2015-12-31,35,P268
2016-01-31,39,P268
2016-02-29,3,P268
2016-03-31,30,P268
2016-04-30,13,P268
2016-05-31,22,P268
2016-06-30,13,P268
2016-07-31,25,P268
2016-08-31,6,P268
2016-09-30,34,P268
2014-08-31,3,P2688
2013-03-31,12,P269
2013-04-30,3,P269
2013-05-31,3,P269
2013-06-30,3,P269
2013-07-31,3,P269
2013-08-31,8,P269
2013-09-30,12,P269
2013-11-30,6,P269
2014-02-28,3,P269
2014-03-31,3,P269
2014-06-30,19,P269
2014-07-31,6,P269
2014-08-31,12,P269
2014-09-30,12,P269
2014-10-31,12,P269
2014-11-30,13,P269
2014-12-31,6,P269
2015-02-28,3,P269
2015-03-31,3,P269
2015-04-30,9,P269
2015-05-31,6,P269
2015-07-31,6,P269
2015-08-31,12,P269
2015-09-30,3,P269
2015-10-31,3,P269
2015-11-30,16,P269
2015-12-31,3,P269
2016-01-31,6,P269
2016-03-31,6,P269
2016-05-31,6,P269
2016-09-30,6,P269
2013-05-31,3,P2695
2013-09-30,6,P2695
2014-05-31,3,P2695
2014-08-31,3,P2695
2014-09-30,8,P2695
2014-10-31,3,P2695
2014-11-30,6,P2695
2014-12-31,7,P2695
2015-01-31,3,P2695
2015-05-31,6,P2695
2015-08-31,3,P2695
2015-10-31,4,P2695
2015-11-30,3,P2695
2015-12-31,3,P2695
2016-07-31,3,P2695
2013-10-31,3,P2697
2013-03-31,3,P2698
2014-02-28,3,P2698
2014-08-31,3,P2698
2014-12-31,5,P2698
2016-09-30,3,P2698
2013-02-28,9,P27
2013-03-31,42,P27
2013-04-30,56,P27
2013-05-31,63,P27
2013-06-30,216,P27
2013-07-31,92,P27
2013-08-31,254,P27
2013-09-30,232,P27
2013-10-31,147,P27
2013-11-30,124,P27
2013-12-31,53,P27
2014-01-31,113,P27
2014-02-28,88,P27
2014-03-31,49,P27
2014-04-30,98,P27
2014-05-31,74,P27
2014-06-30,486,P27
2014-07-31,318,P27
2014-08-31,576,P27
2014-09-30,725,P27
2014-10-31,632,P27
2014-11-30,491,P27
2014-12-31,94,P27
2015-01-31,89,P27
2015-02-28,126,P27
2015-03-31,130,P27
2015-04-30,297,P27
2015-05-31,271,P27
2015-06-30,138,P27
2015-07-31,239,P27
2015-08-31,247,P27
2015-09-30,129,P27
2015-10-31,244,P27
2015-11-30,313,P27
2015-12-31,127,P27
2016-01-31,144,P27
2016-02-29,136,P27
2016-03-31,95,P27
2016-04-30,50,P27
2016-05-31,63,P27
2016-06-30,66,P27
2016-07-31,41,P27
2016-08-31,34,P27
2016-09-30,90,P27
2014-06-30,3,P271
2014-10-31,3,P271
2015-06-30,3,P271
2013-03-31,3,P272
2013-04-30,3,P272
2013-06-30,6,P272
2013-07-31,3,P272
2013-08-31,3,P272
2013-09-30,3,P272
2013-10-31,3,P272
2014-01-31,3,P272
2014-06-30,12,P272
2014-07-31,15,P272
2014-08-31,3,P272
2014-09-30,12,P272
2014-10-31,12,P272
2014-11-30,21,P272
2014-12-31,3,P272
2015-01-31,3,P272
2015-02-28,9,P272
2015-04-30,12,P272
2015-05-31,9,P272
2015-07-31,3,P272
2015-08-31,9,P272
2015-09-30,6,P272
2015-10-31,9,P272
2015-11-30,3,P272
2015-12-31,9,P272
2016-01-31,3,P272
2016-03-31,3,P272
2016-04-30,6,P272
2016-07-31,3,P272
2016-08-31,3,P272
2016-10-31,3,P272
2015-08-31,3,P2726
2013-02-28,3,P274
2013-03-31,3,P274
2013-04-30,3,P274
2013-05-31,7,P274
2013-06-30,9,P274
2013-08-31,3,P274
2013-10-31,3,P274
2013-11-30,9,P274
2013-12-31,6,P274
2014-01-31,9,P274
2014-05-31,11,P274
2014-06-30,34,P274
2014-07-31,25,P274
2014-08-31,26,P274
2014-09-30,32,P274
2014-10-31,27,P274
2014-11-30,24,P274
2014-12-31,7,P274
2015-01-31,6,P274
2015-03-31,7,P274
2015-04-30,19,P274
2015-05-31,20,P274
2015-06-30,12,P274
2015-07-31,19,P274
2015-08-31,18,P274
2015-09-30,12,P274
2015-10-31,9,P274
2015-11-30,12,P274
2015-12-31,6,P274
2016-01-31,3,P274
2016-02-29,9,P274
2016-03-31,3,P274
2016-06-30,3,P274
2016-09-30,4,P274
2014-09-30,3,P2743
2013-03-31,3,P275
2013-04-30,6,P275
2013-06-30,6,P275
2013-08-31,17,P275
2013-09-30,3,P275
2014-01-31,3,P275
2014-02-28,3,P275
2014-05-31,6,P275
2014-06-30,12,P275
2014-07-31,9,P275
2014-08-31,12,P275
2014-09-30,25,P275
2014-10-31,7,P275
2014-11-30,12,P275
2015-01-31,6,P275
2015-02-28,3,P275
2015-04-30,9,P275
2015-05-31,6,P275
2015-08-31,3,P275
2015-09-30,3,P275
2015-10-31,10,P275
2015-11-30,13,P275
2015-12-31,10,P275
2016-01-31,6,P275
2016-02-29,3,P275
2016-03-31,3,P275
2016-05-31,6,P275
2016-08-31,4,P275
2016-09-30,6,P275
2015-11-30,3,P2752
2016-09-30,4,P2752
2013-03-31,3,P276
2013-06-30,15,P276
2013-07-31,6,P276
2013-08-31,12,P276
2013-09-30,9,P276
2013-12-31,3,P276
2014-01-31,6,P276
2014-03-31,7,P276
2014-04-30,3,P276
2014-05-31,3,P276
2014-06-30,34,P276
2014-07-31,18,P276
2014-08-31,19,P276
2014-09-30,54,P276
2014-10-31,25,P276
2014-11-30,42,P276
2015-01-31,9,P276
2015-02-28,3,P276
2015-03-31,6,P276
2015-04-30,18,P276
2015-05-31,12,P276
2015-06-30,6,P276
2015-07-31,13,P276
2015-08-31,15,P276
2015-09-30,6,P276
2015-10-31,21,P276
2015-11-30,21,P276
2015-12-31,6,P276
2016-01-31,6,P276
2016-02-29,6,P276
2016-03-31,4,P276
2016-04-30,6,P276
2016-05-31,6,P276
2016-06-30,3,P276
2016-07-31,6,P276
2016-08-31,11,P276
2013-06-30,7,P2769
2013-09-30,4,P2769
2014-11-30,3,P2769
2013-07-31,3,P277
2013-11-30,3,P277
2014-07-31,6,P277
2014-10-31,12,P277
2015-01-31,4,P277
2015-05-31,3,P277
2015-06-30,3,P277
2015-08-31,4,P277
2015-11-30,3,P277
2016-02-29,3,P277
2016-03-31,3,P277
2016-05-31,4,P277
2015-04-30,3,P278
2014-09-30,3,P2783
2016-04-30,5,P2787
2013-02-28,9,P279
2013-03-31,68,P279
2013-04-30,43,P279
2013-05-31,119,P279
2013-06-30,377,P279
2013-07-31,132,P279
2013-08-31,324,P279
2013-09-30,280,P279
2013-10-31,210,P279
2013-11-30,182,P279
2013-12-31,41,P279
2014-01-31,134,P279
2014-02-28,126,P279
2014-03-31,63,P279
2014-04-30,148,P279
2014-05-31,105,P279
2014-06-30,896,P279
2014-07-31,413,P279
2014-08-31,758,P279
2014-09-30,1182,P279
2014-10-31,835,P279
2014-11-30,823,P279
2014-12-31,162,P279
2015-01-31,208,P279
2015-02-28,157,P279
2015-03-31,183,P279
2015-04-30,492,P279
2015-05-31,389,P279
2015-06-30,233,P279
2015-07-31,311,P279
2015-08-31,398,P279
2015-09-30,254,P279
2015-10-31,355,P279
2015-11-30,491,P279
2015-12-31,244,P279
2016-01-31,222,P279
2016-02-29,217,P279
2016-03-31,118,P279
2016-04-30,131,P279
2016-05-31,170,P279
2016-06-30,73,P279
2016-07-31,114,P279
2016-08-31,85,P279
2016-09-30,121,P279
2016-10-31,13,P279
2014-08-31,3,P2799
2014-11-30,3,P2799
2014-06-30,3,P28
2015-05-31,9,P28
2015-11-30,3,P28
2014-09-30,3,P2800
2013-02-28,9,P281
2013-03-31,18,P281
2013-04-30,57,P281
2013-05-31,90,P281
2013-06-30,192,P281
2013-07-31,54,P281
2013-08-31,200,P281
2013-09-30,119,P281
2013-10-31,114,P281
2013-11-30,119,P281
2013-12-31,60,P281
2014-01-31,72,P281
2014-02-28,69,P281
2014-03-31,39,P281
2014-04-30,63,P281
2014-05-31,69,P281
2014-06-30,466,P281
2014-07-31,259,P281
2014-08-31,388,P281
2014-09-30,615,P281
2014-10-31,394,P281
2014-11-30,394,P281
2014-12-31,66,P281
2015-01-31,123,P281
2015-02-28,99,P281
2015-03-31,69,P281
2015-04-30,222,P281
2015-05-31,249,P281
2015-06-30,139,P281
2015-07-31,161,P281
2015-08-31,201,P281
2015-09-30,114,P281
2015-10-31,228,P281
2015-11-30,225,P281
2015-12-31,120,P281
2016-01-31,69,P281
2016-02-29,123,P281
2016-03-31,63,P281
2016-04-30,57,P281
2016-05-31,48,P281
2016-06-30,47,P281
2016-07-31,60,P281
2016-08-31,57,P281
2016-09-30,63,P281
2016-10-31,3,P281
2015-06-30,3,P2812
2014-08-31,6,P282
2014-11-30,3,P282
2015-03-31,3,P282
2015-04-30,13,P282
2013-10-31,3,P2829
2013-09-30,7,P2847
2013-11-30,3,P2847
2014-03-31,3,P2847
2014-06-30,7,P2847
2014-07-31,17,P2847
2014-08-31,3,P2847
2014-09-30,29,P2847
2014-10-31,14,P2847
2015-04-30,3,P2847
2015-05-31,3,P2847
2015-10-31,9,P2847
2016-01-31,4,P2847
2014-10-31,3,P2848
2013-08-31,3,P2850
2015-04-30,3,P2850
2014-08-31,3,P2852
2014-10-31,3,P2852
2015-02-28,3,P2852
2013-09-30,3,P2853
2014-09-30,3,P2854
2015-02-28,3,P2854
2013-02-28,3,P286
2013-04-30,8,P286
2013-05-31,17,P286
2013-06-30,31,P286
2013-07-31,6,P286
2013-08-31,6,P286
2013-09-30,12,P286
2013-10-31,5,P286
2013-11-30,3,P286
2014-02-28,7,P286
2014-06-30,43,P286
2014-07-31,18,P286
2014-08-31,68,P286
2014-09-30,61,P286
2014-10-31,28,P286
2014-11-30,15,P286
2014-12-31,10,P286
2015-01-31,6,P286
2015-02-28,3,P286
2015-03-31,3,P286
2015-04-30,32,P286
2015-05-31,14,P286
2015-07-31,5,P286
2015-08-31,15,P286
2015-09-30,6,P286
2015-10-31,20,P286
2015-11-30,33,P286
2015-12-31,7,P286
2016-01-31,18,P286
2016-03-31,12,P286
2016-05-31,3,P286
2016-07-31,11,P286
2016-08-31,3,P286
2016-09-30,3,P286
2016-10-31,3,P286
2013-09-30,3,P287
2014-01-31,3,P287
2014-06-30,5,P287
2014-07-31,3,P287
2014-09-30,12,P287
2014-10-31,3,P287
2014-12-31,3,P287
2015-11-30,3,P287
2016-01-31,3,P287
2014-06-30,3,P2873
2014-11-30,3,P2873
2015-01-31,5,P2873
2015-07-31,3,P2873
2016-04-30,7,P2873
2013-07-31,3,P2875
2015-07-31,3,P2875
2015-06-30,3,P288
2014-04-30,4,P2884
2014-08-31,7,P2884
2013-06-30,3,P289
2013-11-30,3,P289
2014-09-30,6,P289
2014-12-31,3,P289
2015-04-30,4,P289
2015-05-31,3,P289
2015-08-31,3,P289
2016-02-29,3,P289
2015-10-31,4,P2896
2013-05-31,3,P2899
2014-10-31,6,P2899
2015-07-31,3,P2899
2016-08-31,3,P2899
2014-06-30,5,P2907
2014-09-30,4,P2907
2014-10-31,4,P2907
2015-04-30,3,P2907
2015-05-31,3,P2907
2014-06-30,3,P291
2014-09-30,3,P291
2015-11-30,3,P291
2014-07-31,3,P2923
2014-11-30,3,P2923
2015-04-30,7,P2923
2015-05-31,6,P2923
2015-07-31,6,P2923
2015-08-31,4,P2923
2015-11-30,5,P2923
2016-02-29,4,P2923
2016-05-31,3,P2923
2014-09-30,3,P2929
2014-12-31,3,P2929
2015-11-30,3,P2929
2014-08-31,3,P293
2015-11-30,3,P2939
2014-06-30,3,P2949
2015-08-31,3,P2949
2015-11-30,3,P2949
2016-06-30,3,P2949
2013-06-30,7,P2959
2015-10-31,3,P296
2016-04-30,3,P296
2015-06-30,3,P2962
2013-10-31,3,P297
2014-09-30,3,P297
2015-08-31,3,P297
2015-11-30,3,P297
2014-02-28,3,P298
2014-06-30,5,P298
2014-07-31,3,P298
2014-09-30,6,P298
2015-05-31,3,P2980
2015-12-31,3,P2983
2014-08-31,3,P2987
2013-06-30,3,P299
2013-09-30,3,P299
2015-05-31,3,P299
2015-08-31,3,P299
2015-04-30,3,P2997
2013-03-31,12,P30
2013-06-30,23,P30
2013-08-31,13,P30
2013-09-30,6,P30
2013-10-31,5,P30
2013-11-30,14,P30
2014-01-31,6,P30
2014-02-28,3,P30
2014-06-30,25,P30
2014-07-31,14,P30
2014-08-31,21,P30
2014-09-30,15,P30
2014-10-31,37,P30
2014-11-30,23,P30
2014-12-31,19,P30
2015-01-31,6,P30
2015-03-31,6,P30
2015-05-31,3,P30
2015-06-30,3,P30
2015-07-31,8,P30
2015-08-31,18,P30
2015-09-30,12,P30
2015-10-31,24,P30
2015-12-31,3,P30
2016-01-31,16,P30
2016-02-29,9,P30
2016-03-31,3,P30
2016-06-30,6,P30
2016-07-31,4,P30
2016-08-31,7,P30
2016-09-30,3,P30
2013-03-31,3,P300
2013-10-31,3,P300
2014-02-28,3,P300
2014-07-31,3,P300
2014-08-31,6,P300
2014-09-30,9,P300
2014-11-30,3,P300
2015-01-31,3,P300
2015-02-28,3,P300
2015-04-30,3,P300
2015-07-31,3,P300
2015-11-30,3,P300
2015-12-31,3,P300
2016-07-31,3,P300
2016-09-30,3,P300
2015-04-30,4,P3000
2015-10-31,3,P3009
2013-02-28,3,P301
2013-03-31,35,P301
2013-04-30,22,P301
2013-05-31,16,P301
2013-06-30,55,P301
2013-07-31,24,P301
2013-08-31,53,P301
2013-09-30,59,P301
2013-10-31,30,P301
2013-11-30,46,P301
2013-12-31,19,P301
2014-01-31,24,P301
2014-02-28,15,P301
2014-03-31,21,P301
2014-04-30,15,P301
2014-05-31,15,P301
2014-06-30,152,P301
2014-07-31,83,P301
2014-08-31,123,P301
2014-09-30,213,P301
2014-10-31,161,P301
2014-11-30,125,P301
2014-12-31,24,P301
2015-01-31,39,P301
2015-02-28,26,P301
2015-03-31,30,P301
2015-04-30,77,P301
2015-05-31,103,P301
2015-06-30,51,P301
2015-07-31,39,P301
2015-08-31,61,P301
2015-09-30,48,P301
2015-10-31,66,P301
2015-11-30,70,P301
2015-12-31,43,P301
2016-01-31,44,P301
2016-02-29,48,P301
2016-03-31,27,P301
2016-04-30,30,P301
2016-05-31,36,P301
2016-06-30,6,P301
2016-07-31,20,P301
2016-08-31,13,P301
2016-09-30,27,P301
2013-06-30,3,P3022
2016-01-31,4,P3025
2015-12-31,3,P303
2013-03-31,3,P304
2014-07-31,3,P304
2014-08-31,3,P304
2014-09-30,3,P304
2014-11-30,8,P304
2015-06-30,3,P304
2013-09-30,3,P3043
2014-07-31,3,P3043
2013-06-30,6,P305
2014-06-30,6,P305
2014-08-31,6,P305
2014-09-30,3,P305
2014-11-30,3,P305
2014-12-31,3,P305
2016-05-31,3,P305
2013-06-30,6,P306
2013-07-31,3,P306
2013-08-31,3,P306
2014-04-30,6,P306
2014-06-30,3,P306
2014-07-31,11,P306
2014-09-30,15,P306
2014-11-30,3,P306
2015-01-31,3,P306
2015-02-28,3,P306
2015-07-31,6,P306
2015-09-30,4,P306
2015-12-31,4,P306
2015-11-30,3,P3065
2014-10-31,3,P3067
2015-03-31,3,P3072
2014-07-31,6,P3083
2015-08-31,3,P3083
2013-02-28,137,P31
2013-03-31,418,P31
2013-04-30,458,P31
2013-05-31,541,P31
2013-06-30,1891,P31
2013-07-31,507,P31
2013-08-31,1865,P31
2013-09-30,1435,P31
2013-10-31,1104,P31
2013-11-30,1041,P31
2013-12-31,421,P31
2014-01-31,718,P31
2014-02-28,517,P31
2014-03-31,359,P31
2014-04-30,683,P31
2014-05-31,652,P31
2014-06-30,4281,P31
2014-07-31,2175,P31
2014-08-31,4221,P31
2014-09-30,5947,P31
2014-10-31,4007,P31
2014-11-30,3765,P31
2014-12-31,717,P31
2015-01-31,976,P31
2015-02-28,797,P31
2015-03-31,933,P31
2015-04-30,2224,P31
2015-05-31,2188,P31
2015-06-30,1254,P31
2015-07-31,1574,P31
2015-08-31,2167,P31
2015-09-30,1229,P31
2015-10-31,1937,P31
2015-11-30,2281,P31
2015-12-31,1126,P31
2016-01-31,1070,P31
2016-02-29,1124,P31
2016-03-31,777,P31
2016-04-30,681,P31
2016-05-31,621,P31
2016-06-30,485,P31
2016-07-31,542,P31
2016-08-31,469,P31
2016-09-30,606,P31
2016-10-31,15,P31
2015-03-31,3,P3105
2015-10-31,3,P3123
2015-11-30,3,P3182
2014-08-31,3,P3186
2014-06-30,6,P344
2014-07-31,3,P344
2014-08-31,3,P344
2014-09-30,7,P344
2014-10-31,13,P344
2014-11-30,3,P344
2015-01-31,3,P344
2015-02-28,6,P344
2015-04-30,6,P344
2015-08-31,3,P344
2016-04-30,3,P344
2016-06-30,3,P344
2013-02-28,3,P345
2013-03-31,21,P345
2013-04-30,18,P345
2013-05-31,6,P345
2013-06-30,38,P345
2013-07-31,35,P345
2013-08-31,43,P345
2013-09-30,29,P345
2013-10-31,24,P345
2013-11-30,35,P345
2013-12-31,3,P345
2014-01-31,12,P345
2014-02-28,10,P345
2014-03-31,7,P345
2014-04-30,9,P345
2014-05-31,15,P345
2014-06-30,90,P345
2014-07-31,31,P345
2014-08-31,115,P345
2014-09-30,153,P345
2014-10-31,64,P345
2014-11-30,97,P345
2014-12-31,13,P345
2015-01-31,19,P345
2015-02-28,15,P345
2015-03-31,22,P345
2015-04-30,60,P345
2015-05-31,45,P345
2015-06-30,36,P345
2015-07-31,41,P345
2015-08-31,46,P345
2015-09-30,22,P345
2015-10-31,74,P345
2015-11-30,72,P345
2015-12-31,6,P345
2016-01-31,12,P345
2016-02-29,30,P345
2016-03-31,15,P345
2016-04-30,13,P345
2016-05-31,12,P345
