"stat_property","month_edit","count"
"P535","2015-05",121
"P535","2015-06",102
"P535","2015-07",264
"P535","2015-08",290
"P535","2015-09",362
"P535","2015-10",313
"P535","2015-11",409
"P535","2015-12",120
"P535","2016-01",572
"P535","2016-02",187
"P535","2016-03",165
"P535","2016-04",98
"P535","2016-05",58
"P535","2016-06",177
"P535","2016-07",8515
"P535","2016-08",173
"P535","2016-09",518
"P535","2016-10",9
"P536","2013-05",1650
"P536","2013-06",7
"P536","2013-07",45
"P536","2013-08",52
"P536","2013-09",6
"P536","2013-10",20
"P536","2013-11",5
"P536","2013-12",6
"P536","2014-01",6
"P536","2014-02",1
"P536","2014-03",2
"P536","2014-04",14
"P536","2014-05",2
"P536","2014-06",2
"P536","2014-07",6
"P536","2014-09",3
"P536","2014-10",17
"P536","2014-11",27
"P536","2014-12",18
"P536","2015-01",4
"P536","2015-02",2
"P536","2015-03",1
"P536","2015-04",2
"P536","2015-05",2
"P536","2015-06",91
"P536","2015-07",14
"P536","2015-08",175
"P536","2015-09",1
"P536","2015-11",215
"P536","2015-12",56
"P536","2016-01",4
"P536","2016-02",8
"P536","2016-03",126
"P536","2016-04",13
"P536","2016-05",1
"P536","2016-06",47
"P536","2016-07",40
"P536","2016-08",3
"P536","2016-09",3
"P537","2013-05",7
"P537","2013-11",1
"P537","2014-06",6
"P537","2014-07",1
"P537","2015-10",1
"P537","2015-12",3
"P538","2013-05",3
"P538","2014-04",3
"P538","2015-10",1
"P539","2013-05",50
"P539","2013-06",10
"P539","2013-07",4
"P539","2013-09",6
"P539","2013-10",2
"P539","2013-12",4
"P539","2014-01",186
"P539","2014-02",506
"P539","2014-09",1
"P539","2014-12",1
"P539","2015-01",1
"P539","2015-03",1
"P539","2015-08",3
"P539","2015-11",33
"P539","2015-12",17
"P539","2016-01",3
"P539","2016-02",1
"P539","2016-03",221
"P539","2016-04",119
"P539","2016-05",1
"P539","2016-06",3
"P539","2016-07",5
"P539","2016-08",28
"P539","2016-09",3
"P54","2013-02",758
"P54","2013-03",41229
"P54","2013-04",205559
"P54","2013-05",621
"P54","2013-06",413
"P54","2013-07",207
"P54","2013-08",231
"P54","2013-09",108
"P54","2013-10",297
"P54","2013-11",378
"P54","2013-12",241
"P54","2014-01",231
"P54","2014-02",264
"P54","2014-03",897
"P54","2014-04",1282
"P54","2014-05",20004
"P54","2014-06",2736
"P54","2014-07",2051
"P54","2014-08",4823
"P54","2014-09",18920
"P54","2014-10",9921
"P54","2014-11",14360
"P54","2014-12",6180
"P54","2015-01",9875
"P54","2015-02",7483
"P54","2015-03",8425
"P54","2015-04",2058
"P54","2015-05",5667
"P54","2015-06",36970
"P54","2015-07",6123
"P54","2015-08",9217
"P54","2015-09",12014
"P54","2015-10",4767
"P54","2015-11",2738
"P54","2015-12",10336
"P54","2016-01",39479
"P54","2016-02",88998
"P54","2016-03",129685
"P54","2016-04",166658
"P54","2016-05",199624
"P54","2016-06",58967
"P54","2016-07",2334
"P54","2016-08",1689
"P54","2016-09",1644
"P54","2016-10",77
"P540","2013-05",73
"P540","2013-06",43
"P540","2013-07",34
"P540","2013-08",21
"P540","2013-09",20
"P540","2013-10",3
"P541","2013-05",2
"P541","2013-08",1
"P541","2013-12",8
"P541","2014-02",2
"P541","2014-04",1
"P541","2014-09",1
"P541","2014-11",1
"P541","2014-12",2
"P541","2015-01",1
"P541","2015-04",7
"P541","2015-05",6
"P541","2015-06",2271
"P541","2015-07",915
"P541","2015-08",107
"P541","2015-09",35
"P541","2015-10",87
"P541","2015-11",10
"P541","2015-12",2
"P541","2016-01",30
"P541","2016-02",7
"P541","2016-03",5
"P541","2016-04",192
"P541","2016-05",42
"P541","2016-06",16
"P541","2016-07",7
"P541","2016-08",12
"P541","2016-09",11
"P542","2013-05",51
"P542","2013-06",3
"P542","2013-09",12
"P542","2014-01",8
"P542","2014-02",12
"P542","2014-03",3
"P542","2014-04",2
"P542","2014-05",8
"P542","2014-06",5
"P542","2014-07",13
"P542","2014-08",4
"P542","2014-09",4
"P542","2014-10",4
"P542","2014-11",2
"P542","2014-12",10
"P542","2015-01",5
"P542","2015-02",1
"P542","2015-04",2
"P542","2015-05",1
"P542","2015-08",1
"P542","2015-09",1
"P542","2015-10",6
"P542","2016-02",1
"P542","2016-03",15
"P542","2016-06",1
"P542","2016-07",2
"P542","2016-08",8
"P542","2016-09",1
"P543","2013-05",66
"P543","2013-06",1
"P543","2014-09",1
"P543","2015-10",2
"P543","2016-08",1
"P545","2013-05",47
"P545","2013-06",2
"P545","2016-06",1
"P545","2016-08",2
"P546","2014-09",1
"P546","2015-06",7
"P546","2015-08",1
"P546","2015-12",5
"P546","2016-03",2
"P546","2016-04",10
"P546","2016-09",2
"P547","2013-05",12
"P547","2013-06",10
"P547","2013-07",3
"P547","2013-08",1
"P547","2013-09",4
"P547","2013-11",2
"P547","2013-12",2
"P547","2014-01",4
"P547","2014-02",6
"P547","2014-03",4
"P547","2014-04",2
"P547","2014-05",2
"P547","2014-06",5
"P547","2014-07",3
"P547","2014-08",3
"P547","2014-09",5
"P547","2014-10",13
"P547","2014-11",11
"P547","2014-12",13
"P547","2015-01",6
"P547","2015-02",5
"P547","2015-03",3
"P547","2015-05",10
"P547","2015-06",9
"P547","2015-07",6
"P547","2015-08",11
"P547","2015-09",13
"P547","2015-10",67
"P547","2015-11",17
"P547","2015-12",3
"P547","2016-01",23
"P547","2016-02",12
"P547","2016-03",9
"P547","2016-04",29
"P547","2016-05",41
"P547","2016-06",57
"P547","2016-07",15
"P547","2016-08",52
"P547","2016-09",27
"P548","2013-12",5
"P549","2013-05",3
"P549","2013-06",1
"P549","2013-08",4189
"P549","2013-09",2
"P549","2013-11",4
"P549","2013-12",5
"P549","2014-01",6
"P549","2014-02",1
"P549","2014-03",9
"P549","2014-04",5
"P549","2014-05",221
"P549","2014-06",395
"P549","2014-07",404
"P549","2014-08",35
"P549","2014-09",40
"P549","2014-10",20
"P549","2014-11",23
"P549","2014-12",18
"P549","2015-01",13
"P549","2015-02",24
"P549","2015-03",13
"P549","2015-04",11
"P549","2015-05",95
"P549","2015-06",17
"P549","2015-07",61
"P549","2015-08",23
"P549","2015-09",17
"P549","2015-10",21
"P549","2015-11",1729
"P549","2015-12",836
"P549","2016-01",1029
"P549","2016-02",52
"P549","2016-03",211
"P549","2016-04",71
"P549","2016-05",105
"P549","2016-06",51
"P549","2016-07",57
"P549","2016-08",30
"P549","2016-09",46
"P549","2016-10",1
"P55","2013-02",31
"P550","2013-05",2
"P550","2013-11",1
"P550","2015-09",1
"P550","2015-10",2
"P550","2016-03",1
"P550","2016-05",1
"P550","2016-06",1
"P550","2016-08",1
"P551","2013-05",10
"P551","2013-06",46
"P551","2013-07",53
"P551","2013-08",128
"P551","2013-09",31
"P551","2013-10",58
"P551","2013-11",27
"P551","2013-12",23
"P551","2014-01",48
"P551","2014-02",75
"P551","2014-03",516
"P551","2014-04",139
"P551","2014-05",358
"P551","2014-06",339
"P551","2014-07",163
"P551","2014-08",336
"P551","2014-09",143
"P551","2014-10",246
"P551","2014-11",165
"P551","2014-12",175
"P551","2015-01",254
"P551","2015-02",251
"P551","2015-03",200
"P551","2015-04",338
"P551","2015-05",237
"P551","2015-06",365
"P551","2015-07",281
"P551","2015-08",625
"P551","2015-09",228
"P551","2015-10",385
"P551","2015-11",922
"P551","2015-12",1096
"P551","2016-01",2457
"P551","2016-02",873
"P551","2016-03",1012
"P551","2016-04",769
"P551","2016-05",433
"P551","2016-06",411
"P551","2016-07",378
"P551","2016-08",485
"P551","2016-09",472
"P551","2016-10",18
"P552","2013-05",5
"P552","2013-06",265
"P552","2013-07",2
"P552","2013-08",3
"P552","2013-10",54
"P552","2013-11",49
"P552","2013-12",13
"P552","2014-01",5
"P552","2014-02",11
"P552","2014-04",16
"P552","2014-05",4
"P552","2014-06",1
"P552","2014-07",11
"P552","2014-08",20
"P552","2014-09",42
"P552","2014-10",49
"P552","2014-11",14
"P552","2014-12",48
"P552","2015-01",18
"P552","2015-02",39
"P552","2015-03",20
"P552","2015-04",7
"P552","2015-05",8
"P552","2015-06",21
"P552","2015-07",6
"P552","2015-08",16
"P552","2015-09",13
"P552","2015-10",11
"P552","2015-11",6
"P552","2015-12",14
"P552","2016-01",5
"P552","2016-02",5
"P552","2016-03",5
"P552","2016-04",6
"P552","2016-05",15
"P552","2016-06",5
"P552","2016-07",2
"P552","2016-08",13
"P552","2016-09",6
"P553","2013-05",11
"P553","2013-06",8
"P553","2013-07",1
"P553","2013-08",8
"P553","2013-09",31
"P553","2013-10",147
"P553","2013-11",55
"P553","2013-12",13
"P553","2014-01",17
"P553","2014-02",231
"P553","2014-03",176
"P553","2014-04",64
"P553","2014-05",235
"P553","2014-06",1086
"P553","2014-07",7104
"P553","2014-08",234
"P553","2014-09",977
"P553","2014-10",280
"P553","2014-11",314
"P553","2014-12",245
"P553","2015-01",364
"P553","2015-02",202
"P553","2015-03",239
"P553","2015-04",294
"P553","2015-05",516
"P553","2015-06",738
"P553","2015-07",589
"P553","2015-08",256
"P553","2015-09",182
"P553","2015-10",166
"P553","2015-11",216
"P553","2015-12",149
"P553","2016-01",133
"P553","2016-02",135
"P553","2016-03",222
"P553","2016-04",203
"P553","2016-05",140
"P553","2016-06",126
"P553","2016-07",136
"P553","2016-08",146
"P553","2016-09",231
"P554","2013-10",2
"P554","2013-11",1
"P554","2014-01",2
"P554","2014-02",77
"P554","2014-03",11
"P554","2014-04",2
"P554","2014-05",4
"P554","2014-06",2
"P554","2014-08",3
"P554","2014-09",1172
"P554","2014-10",3
"P554","2014-11",4
"P554","2014-12",2
"P554","2015-01",6
"P554","2015-02",15
"P554","2015-03",15
"P554","2015-04",3
"P554","2015-05",2
"P554","2015-06",3
"P554","2015-09",9
"P554","2015-10",4
"P554","2015-11",5
"P554","2015-12",2
"P554","2016-01",2
"P554","2016-02",6
"P554","2016-03",3
"P554","2016-04",3
"P554","2016-06",2
"P554","2016-07",3
"P554","2016-08",11
"P554","2016-09",1
"P555","2013-05",1
"P555","2013-06",420
"P555","2013-07",2556
"P555","2013-08",463
"P555","2013-09",6
"P555","2013-10",10
"P555","2013-11",13
"P555","2013-12",10
"P555","2014-01",36
"P555","2014-02",36
"P555","2014-03",4
"P555","2014-04",2
"P555","2014-05",9
"P555","2014-06",9
"P555","2014-07",37
"P555","2014-08",65
"P555","2014-09",48
"P555","2014-10",92
"P555","2014-11",183
"P555","2014-12",76
"P555","2015-01",3179
"P555","2015-02",185
"P555","2015-03",153
"P555","2015-04",166
"P555","2015-05",253
"P555","2015-06",242
"P555","2015-07",242
"P555","2015-08",175
"P555","2015-09",153
"P555","2015-10",125
"P555","2015-11",116
"P555","2015-12",75
"P555","2016-01",95
"P555","2016-02",452
"P555","2016-03",235
"P555","2016-04",156
"P555","2016-05",358
"P555","2016-06",273
"P555","2016-07",262
"P555","2016-08",185
"P555","2016-09",150
"P555","2016-10",5
"P556","2013-05",16
"P556","2013-06",2
"P556","2013-07",4
"P556","2013-08",2
"P556","2013-09",1
"P556","2013-10",5
"P556","2013-12",4
"P556","2014-01",78
"P556","2014-02",2
"P556","2014-03",183
"P556","2014-04",62
"P556","2014-05",17
"P556","2014-06",12
"P556","2014-07",8
"P556","2014-08",16
"P556","2014-09",19
"P556","2014-10",13
"P556","2014-11",9
"P556","2014-12",2
"P556","2015-01",469
"P556","2015-02",173
"P556","2015-03",3
"P556","2015-04",31
"P556","2015-05",384
"P556","2015-06",261
"P556","2015-07",92
"P556","2015-08",139
"P556","2015-09",9
"P556","2015-10",8
"P556","2015-11",3
"P556","2015-12",26
"P556","2016-01",19
"P556","2016-02",3
"P556","2016-03",1
"P556","2016-04",1
"P556","2016-05",291
"P556","2016-06",342
"P556","2016-07",12
"P556","2016-08",5
"P557","2013-05",1
"P557","2013-06",486
"P557","2013-07",3
"P557","2013-08",2295
"P557","2013-09",2
"P557","2013-10",4
"P557","2013-11",4
"P557","2013-12",5
"P557","2014-01",4
"P557","2014-02",5
"P557","2014-03",1
"P557","2014-04",2
"P557","2014-05",2
"P557","2014-06",3
"P557","2014-07",4
"P557","2014-08",6
"P557","2014-09",2
"P557","2014-10",2
"P557","2014-11",6
"P557","2014-12",5
"P557","2015-02",1
"P557","2015-03",9
"P557","2015-04",5
"P557","2015-06",9
"P557","2015-07",19
"P557","2015-08",1
"P557","2015-09",3
"P557","2015-10",8
"P557","2015-11",27
"P557","2015-12",25
"P557","2016-01",3
"P557","2016-02",2
"P557","2016-03",8
"P557","2016-04",11
"P557","2016-05",3
"P557","2016-06",3
"P557","2016-07",13
"P557","2016-08",10
"P557","2016-09",3
"P558","2013-05",2
"P558","2013-06",79
"P558","2013-08",10
"P558","2013-09",118
"P558","2013-10",49
"P558","2013-11",45
"P558","2013-12",5
"P558","2014-01",8
"P558","2014-02",3
"P558","2014-03",7
"P558","2014-04",41
"P558","2014-05",1
"P558","2014-06",2
"P558","2014-07",100
"P558","2014-08",2
"P558","2014-09",3
"P558","2014-10",2
"P558","2014-11",1
"P558","2014-12",3
"P558","2015-01",1
"P558","2015-02",15
"P558","2015-03",7
"P558","2015-04",2
"P558","2015-05",14
"P558","2015-07",3
"P558","2015-08",6
"P558","2015-09",19
"P558","2015-10",99
"P558","2015-11",16
"P558","2015-12",10
"P558","2016-01",5
"P558","2016-02",40
"P558","2016-03",21
"P558","2016-04",19
"P558","2016-05",24
"P558","2016-06",4
"P558","2016-07",58
"P558","2016-08",7
"P558","2016-09",13
"P558","2016-10",1
"P559","2013-05",116
"P559","2013-06",135
"P559","2013-07",114
"P559","2013-08",82
"P559","2013-09",24
"P559","2013-10",246
"P559","2013-11",515
"P559","2013-12",57
"P559","2014-01",102
"P559","2014-02",332
"P559","2014-03",150
"P559","2014-04",82
"P559","2014-05",16
"P559","2014-06",39
"P559","2014-07",71
"P559","2014-08",24
"P559","2014-09",244
"P559","2014-10",68
"P559","2014-11",78
"P559","2014-12",100
"P559","2015-01",127
"P559","2015-02",35
"P559","2015-03",82
"P559","2015-04",74
"P559","2015-05",64
"P559","2015-06",57
"P559","2015-07",125
"P559","2015-08",350
"P559","2015-09",285
"P559","2015-10",171
"P559","2015-11",68
"P559","2015-12",309
"P559","2016-01",574
"P559","2016-02",34
"P559","2016-03",181
"P559","2016-04",252
"P559","2016-05",32
"P559","2016-06",48
"P559","2016-07",27
"P559","2016-08",230
"P559","2016-09",204
"P559","2016-10",15
"P56","2014-04",1
"P560","2013-11",1
"P560","2014-04",1
"P560","2015-06",1
"P560","2015-11",1
"P560","2015-12",2
"P560","2016-01",1
"P560","2016-02",3
"P560","2016-04",1
"P560","2016-06",2
"P560","2016-08",1
"P560","2016-09",1
"P561","2013-05",237
"P561","2013-06",115
"P561","2013-07",1
"P561","2013-10",40
"P561","2013-11",1
"P561","2014-01",2
"P561","2014-05",1
"P561","2014-07",1
"P561","2014-08",2
"P561","2014-09",1
"P561","2014-10",1
"P561","2014-11",1
"P561","2014-12",1
"P561","2015-01",2
"P561","2015-02",1
"P561","2015-03",6
"P561","2016-04",1
"P561","2016-09",1
"P562","2013-05",6
"P562","2013-06",3
"P562","2013-08",2
"P562","2013-09",239
"P562","2013-12",12
"P562","2014-02",1
"P562","2014-03",1
"P562","2014-06",2
"P562","2015-02",2
"P562","2015-05",1
"P562","2015-06",1
"P562","2015-11",3
"P562","2016-03",53
"P562","2016-04",1
"P562","2016-07",2
"P562","2016-08",3
"P563","2013-05",1
"P563","2013-08",344
"P563","2013-10",1
"P563","2013-11",2
"P563","2014-02",1
"P563","2014-03",1
"P563","2014-05",1
"P563","2014-11",2
"P563","2015-05",2
"P563","2015-06",2
"P563","2015-08",1
"P563","2015-09",1
"P563","2015-11",2
"P563","2015-12",2
"P563","2016-02",2
"P563","2016-03",10
"P563","2016-06",2
"P563","2016-07",2
"P563","2016-08",1
"P564","2013-06",409
"P564","2013-07",2562
"P564","2013-08",570
"P564","2013-09",6
"P564","2013-10",14
"P564","2013-11",19
"P564","2013-12",10
"P564","2014-01",43
"P564","2014-02",38
"P564","2014-03",5
"P564","2014-04",5
"P564","2014-05",10
"P564","2014-06",14
"P564","2014-07",42
"P564","2014-08",64
"P564","2014-09",56
"P564","2014-10",99
"P564","2014-11",190
"P564","2014-12",86
"P564","2015-01",3205
"P564","2015-02",218
"P564","2015-03",168
"P564","2015-04",181
"P564","2015-05",279
"P564","2015-06",262
"P564","2015-07",289
"P564","2015-08",198
"P564","2015-09",166
"P564","2015-10",130
"P564","2015-11",138
"P564","2015-12",84
"P564","2016-01",98
"P564","2016-02",424
"P564","2016-03",239
"P564","2016-04",185
"P564","2016-05",358
"P564","2016-06",306
"P564","2016-07",247
"P564","2016-08",195
"P564","2016-09",161
"P564","2016-10",5
"P565","2013-05",1
"P565","2013-07",3
"P565","2013-11",1
"P565","2014-01",1
"P566","2013-05",98
"P566","2013-06",15
"P566","2013-07",11
"P566","2013-08",27
"P566","2013-09",756
"P566","2013-10",189
"P566","2013-11",11
"P566","2013-12",34
"P566","2014-01",28
"P566","2014-02",5
"P566","2014-03",136
"P566","2014-04",20
"P566","2014-05",18
"P566","2014-06",14
"P566","2014-07",255
"P566","2014-08",13
"P566","2014-09",21
"P566","2014-10",29
"P566","2014-11",11
"P566","2014-12",31
"P566","2015-01",18
"P566","2015-02",19
"P566","2015-03",18
"P566","2015-04",9
"P566","2015-05",67
"P566","2015-06",9
"P566","2015-07",22
"P566","2015-08",24
"P566","2015-09",6
"P566","2015-10",15
"P566","2015-11",11
"P566","2015-12",34
"P566","2016-01",175
"P566","2016-02",108
"P566","2016-03",64
"P566","2016-04",26
"P566","2016-05",41
"P566","2016-06",109
"P566","2016-07",42
"P566","2016-08",17
"P566","2016-09",17
"P567","2013-05",40
"P567","2013-06",5
"P567","2013-07",21
"P567","2013-08",15
"P567","2013-09",3
"P567","2013-10",1
"P567","2013-11",1
"P567","2013-12",18
"P567","2014-01",2
"P567","2014-05",2
"P567","2014-06",1
"P567","2014-08",7
"P567","2015-09",12
"P567","2015-10",17
"P567","2015-11",1
"P567","2016-04",8
"P567","2016-05",1
"P568","2013-05",42
"P568","2013-06",3
"P568","2013-07",22
"P568","2013-08",11
"P568","2013-09",3
"P568","2013-10",1
"P568","2013-11",1
"P568","2013-12",20
"P568","2014-01",2
"P568","2014-03",1
"P568","2014-06",1
"P568","2014-08",7
"P568","2015-07",12
"P568","2015-09",1
"P568","2015-10",16
"P568","2015-11",1
"P568","2016-04",7
"P568","2016-05",1
"P569","2013-05",22333
"P569","2013-06",22879
"P569","2013-07",5570
"P569","2013-08",9254
"P569","2013-09",88804
"P569","2013-10",186726
"P569","2013-11",37233
"P569","2013-12",3768
"P569","2014-01",85454
"P569","2014-02",90606
"P569","2014-03",249535
"P569","2014-04",19157
"P569","2014-05",59816
"P569","2014-06",213136
"P569","2014-07",355540
"P569","2014-08",48161
"P569","2014-09",73372
"P569","2014-10",59877
"P569","2014-11",39997
"P569","2014-12",40909
"P569","2015-01",39546
"P569","2015-02",79748
"P569","2015-03",64577
"P569","2015-04",22933
"P569","2015-05",187365
"P569","2015-06",292995
"P569","2015-07",210037
"P569","2015-08",384065
"P569","2015-09",110309
"P569","2015-10",378605
"P569","2015-11",148011
"P569","2015-12",113942
"P569","2016-01",209563
"P569","2016-02",93188
"P569","2016-03",78921
"P569","2016-04",63918
"P569","2016-05",58176
"P569","2016-06",15838
"P569","2016-07",25576
"P569","2016-08",39036
"P569","2016-09",48334
"P569","2016-10",2255
"P57","2013-02",212
"P57","2013-03",3006
"P57","2013-04",1455
"P57","2013-05",69251
"P57","2013-06",777
"P57","2013-07",254
"P57","2013-08",2367
"P57","2013-09",1959
"P57","2013-10",849
"P57","2013-11",1586
"P57","2013-12",94
"P57","2014-01",96
"P57","2014-02",147
"P57","2014-03",1780
"P57","2014-04",930
"P57","2014-05",5698
"P57","2014-06",237
"P57","2014-07",322
"P57","2014-08",2338
"P57","2014-09",899
"P57","2014-10",282
"P57","2014-11",2614
"P57","2014-12",843
"P57","2015-01",920
"P57","2015-02",395
"P57","2015-03",751
"P57","2015-04",502
"P57","2015-05",961
"P57","2015-06",582
"P57","2015-07",7454
"P57","2015-08",3741
"P57","2015-09",1276
"P57","2015-10",14622
"P57","2015-11",4614
"P57","2015-12",5575
"P57","2016-01",10426
"P57","2016-02",3220
"P57","2016-03",2238
"P57","2016-04",7565
"P57","2016-05",1944
"P57","2016-06",2382
"P57","2016-07",1664
"P57","2016-08",509
"P57","2016-09",9554
"P57","2016-10",26
"P570","2013-05",20872
"P570","2013-06",16457
"P570","2013-07",1346
"P570","2013-08",4851
"P570","2013-09",31072
"P570","2013-10",94141
"P570","2013-11",23032
"P570","2013-12",2080
"P570","2014-01",120763
"P570","2014-02",47343
"P570","2014-03",4353
"P570","2014-04",17494
"P570","2014-05",41251
"P570","2014-06",92655
"P570","2014-07",202097
"P570","2014-08",23254
"P570","2014-09",39669
"P570","2014-10",27606
"P570","2014-11",19097
"P570","2014-12",21056
"P570","2015-01",20479
"P570","2015-02",42378
"P570","2015-03",34228
"P570","2015-04",13577
"P570","2015-05",97637
"P570","2015-06",148250
"P570","2015-07",127190
"P570","2015-08",199450
"P570","2015-09",64827
"P570","2015-10",194509
"P570","2015-11",72803
"P570","2015-12",43461
"P570","2016-01",80000
"P570","2016-02",52412
"P570","2016-03",48308
"P570","2016-04",32221
"P570","2016-05",54944
"P570","2016-06",11402
"P570","2016-07",16450
"P570","2016-08",16244
"P570","2016-09",16878
"P570","2016-10",977
"P571","2013-05",78
"P571","2013-06",370
"P571","2013-07",226
"P571","2013-08",542
"P571","2013-09",646
"P571","2013-10",528
"P571","2013-11",571
"P571","2013-12",750
"P571","2014-01",625
"P571","2014-02",899
"P571","2014-03",25283
"P571","2014-04",7393
"P571","2014-05",1049
"P571","2014-06",894
"P571","2014-07",1305
"P571","2014-08",2685
"P571","2014-09",4491
"P571","2014-10",1915
"P571","2014-11",1218
"P571","2014-12",3273
"P571","2015-01",14391
"P571","2015-02",2637
"P571","2015-03",2405
"P571","2015-04",3307
"P571","2015-05",16620
"P571","2015-06",22255
"P571","2015-07",10454
"P571","2015-08",29802
"P571","2015-09",9257
"P571","2015-10",46314
"P571","2015-11",14088
"P571","2015-12",10238
"P571","2016-01",93563
"P571","2016-02",46912
"P571","2016-03",12003
"P571","2016-04",9730
"P571","2016-05",37721
"P571","2016-06",12752
"P571","2016-07",11025
"P571","2016-08",17161
"P571","2016-09",16243
"P571","2016-10",442
"P574","2013-05",49
"P574","2013-06",187
"P574","2013-07",574
"P574","2013-08",1789
"P574","2013-09",310
"P574","2013-10",1262
"P574","2013-11",228
"P574","2013-12",33
"P574","2014-01",121
"P574","2014-02",333
"P574","2014-03",162
"P574","2014-04",134
"P574","2014-05",110
"P574","2014-06",101
"P574","2014-07",91
"P574","2014-08",50
"P574","2014-09",178
"P574","2014-10",82
"P574","2014-11",39
"P574","2014-12",79
"P574","2015-01",24
"P574","2015-02",11
"P574","2015-03",11
"P574","2015-04",3
"P574","2015-05",12
"P574","2015-06",8
"P574","2015-07",3
"P574","2015-08",13
"P574","2015-09",6
"P574","2015-10",8
"P574","2015-11",4
"P574","2015-12",2
"P574","2016-01",2
"P574","2016-02",4
"P574","2016-03",2
"P574","2016-04",1
"P574","2016-05",4
"P574","2016-06",1
"P574","2016-07",1
"P574","2016-08",12839
"P574","2016-09",5
"P575","2013-05",8593
"P575","2013-06",41751
"P575","2013-07",261
"P575","2013-08",13
"P575","2013-09",3
"P575","2013-10",2
"P575","2013-11",33
"P575","2013-12",56
"P575","2014-01",20
"P575","2014-02",38
"P575","2014-03",51
"P575","2014-04",37
"P575","2014-05",41
"P575","2014-06",33
"P575","2014-07",83
"P575","2014-08",18
"P575","2014-09",98
"P575","2014-10",43
"P575","2014-11",37
"P575","2014-12",30
"P575","2015-01",24
"P575","2015-02",37
"P575","2015-03",93
"P575","2015-04",30
"P575","2015-05",661
"P575","2015-06",2467
"P575","2015-07",16796
"P575","2015-08",28558
"P575","2015-09",188
"P575","2015-10",242
"P575","2015-11",93
"P575","2015-12",1081
"P575","2016-01",105
"P575","2016-02",83
"P575","2016-03",905
"P575","2016-04",33
"P575","2016-05",47
"P575","2016-06",36
"P575","2016-07",43
"P575","2016-08",217
"P575","2016-09",6255
"P575","2016-10",5
"P576","2013-05",9
"P576","2013-06",66
"P576","2013-07",31
"P576","2013-08",45
"P576","2013-09",156
"P576","2013-10",72
"P576","2013-11",51
"P576","2013-12",54
"P576","2014-01",78
"P576","2014-02",79
"P576","2014-03",4424
"P576","2014-04",136
"P576","2014-05",75
"P576","2014-06",113
"P576","2014-07",142
"P576","2014-08",155
"P576","2014-09",147
"P576","2014-10",317
"P576","2014-11",154
"P576","2014-12",163
"P576","2015-01",179
"P576","2015-02",187
"P576","2015-03",239
"P576","2015-04",224
"P576","2015-05",1657
"P576","2015-06",951
"P576","2015-07",1024
"P576","2015-08",3351
"P576","2015-09",774
"P576","2015-10",7146
"P576","2015-11",1609
"P576","2015-12",478
"P576","2016-01",1715
"P576","2016-02",811
"P576","2016-03",485
"P576","2016-04",615
"P576","2016-05",1216
"P576","2016-06",601
"P576","2016-07",2198
"P576","2016-08",612
"P576","2016-09",732
"P576","2016-10",104
"P577","2013-05",36
"P577","2013-06",212
"P577","2013-07",269
"P577","2013-08",226
"P577","2013-09",300
"P577","2013-10",305
"P577","2013-11",327
"P577","2013-12",136
"P577","2014-01",275
"P577","2014-02",976
"P577","2014-03",4049
"P577","2014-04",15439
"P577","2014-05",1808
"P577","2014-06",547
"P577","2014-07",533
"P577","2014-08",51353
"P577","2014-09",57515
"P577","2014-10",8342
"P577","2014-11",7358
"P577","2014-12",3211
"P577","2015-01",9365
"P577","2015-02",2514
"P577","2015-03",1128
"P577","2015-04",9707
"P577","2015-05",10442
"P577","2015-06",18707
"P577","2015-07",19994
"P577","2015-08",27196
"P577","2015-09",14934
"P577","2015-10",39584
"P577","2015-11",33991
"P577","2015-12",65935
"P577","2016-01",35224
"P577","2016-02",9257
"P577","2016-03",21679
"P577","2016-04",18126
"P577","2016-05",39010
"P577","2016-06",106796
"P577","2016-07",21260
"P577","2016-08",12550
"P577","2016-09",113256
"P577","2016-10",1716
"P578","2013-05",6
"P578","2013-06",8
"P578","2013-07",4
"P578","2013-09",1
"P578","2014-03",5
"P578","2014-04",1
"P578","2014-05",4
"P578","2014-09",1
"P578","2015-01",2
"P578","2015-02",1
"P578","2015-09",9
"P578","2015-10",1
"P578","2015-12",1
"P578","2016-02",14
"P578","2016-03",3
"P578","2016-06",1
"P578","2016-07",11
"P579","2013-05",7
"P579","2013-06",96
"P579","2013-07",9
"P579","2013-08",1
"P579","2013-09",3900
"P579","2013-10",13
"P579","2013-11",10
"P579","2013-12",3
"P579","2014-01",2
"P579","2014-02",36
"P579","2014-03",20
"P579","2014-04",31
"P579","2014-05",10
"P579","2014-06",75
"P579","2014-07",347
"P579","2014-08",42
"P579","2014-09",44
"P579","2014-10",20
"P579","2014-11",52
"P579","2014-12",53
"P579","2015-01",26
"P579","2015-02",20
"P579","2015-03",14
"P579","2015-04",460
"P579","2015-05",515
"P579","2015-06",22
"P579","2015-07",57
"P579","2015-08",51
"P579","2015-09",31
"P579","2015-10",11
"P579","2015-11",29
"P579","2015-12",5
"P579","2016-01",7
"P579","2016-02",4
"P579","2016-03",21
"P579","2016-04",23
"P579","2016-05",28
"P579","2016-07",31
"P579","2016-08",8
"P579","2016-09",20
"P58","2013-02",38
"P58","2013-03",241
"P58","2013-04",716
"P58","2013-05",37704
"P58","2013-06",922
"P58","2013-07",335
"P58","2013-08",588
"P58","2013-09",1205
"P58","2013-10",183
"P58","2013-11",982
"P58","2013-12",46
"P58","2014-01",88
