"stat_property","month_edit","count"
"P1","2013-03",4
"P10","2013-02",65
"P10","2013-03",25
"P10","2013-04",7
"P10","2013-05",14
"P10","2013-06",11
"P10","2013-07",11
"P10","2013-08",5
"P10","2013-09",5
"P10","2013-12",4
"P10","2014-02",50
"P10","2014-03",36
"P10","2014-04",8
"P10","2014-05",17
"P10","2014-06",5
"P10","2014-07",6
"P10","2014-08",6
"P10","2014-09",5
"P10","2014-10",54
"P10","2014-11",18
"P10","2014-12",4
"P10","2015-01",20
"P10","2015-02",10
"P10","2015-03",24
"P10","2015-04",14
"P10","2015-05",10
"P10","2015-06",5
"P10","2015-07",19
"P10","2015-08",26
"P10","2015-09",300
"P10","2015-10",85
"P10","2015-11",28
"P10","2015-12",31
"P10","2016-01",14
"P10","2016-02",21
"P10","2016-03",11
"P10","2016-04",19
"P10","2016-05",30
"P10","2016-06",20
"P10","2016-07",19
"P10","2016-08",20
"P10","2016-09",26
"P100","2013-02",454
"P100","2013-03",93
"P100","2013-04",287
"P100","2013-05",3
"P100","2013-06",28
"P100","2013-07",3
"P100","2013-08",27
"P1000","2013-11",3
"P1000","2013-12",1
"P1000","2014-08",1
"P1000","2015-05",37
"P1000","2015-06",1
"P1000","2015-10",2
"P1000","2016-05",44
"P1000","2016-07",1
"P1000","2016-08",2
"P1000","2016-09",1
"P1001","2013-10",101
"P1001","2013-11",441
"P1001","2013-12",149
"P1001","2014-01",153
"P1001","2014-02",65
"P1001","2014-03",2924
"P1001","2014-04",44
"P1001","2014-05",2
"P1001","2014-06",18
"P1001","2014-07",17
"P1001","2014-08",15
"P1001","2014-09",52
"P1001","2014-10",30
"P1001","2014-11",75
"P1001","2014-12",23
"P1001","2015-01",69
"P1001","2015-02",29
"P1001","2015-03",73
"P1001","2015-04",91
"P1001","2015-05",175
"P1001","2015-06",190
"P1001","2015-07",50
"P1001","2015-08",312
"P1001","2015-09",2102
"P1001","2015-10",348
"P1001","2015-11",558
"P1001","2015-12",374
"P1001","2016-01",320
"P1001","2016-02",132
"P1001","2016-03",233
"P1001","2016-04",292
"P1001","2016-05",477
"P1001","2016-06",530
"P1001","2016-07",358
"P1001","2016-08",12579
"P1001","2016-09",2987
"P1001","2016-10",19
"P1002","2013-10",21
"P1002","2013-11",187
"P1002","2013-12",27
"P1002","2014-01",8
"P1002","2014-02",14
"P1002","2014-03",16
"P1002","2014-04",8
"P1002","2014-06",1
"P1002","2014-09",60
"P1002","2014-10",1
"P1002","2014-11",1
"P1002","2015-02",12
"P1002","2015-04",11
"P1002","2015-05",1
"P1002","2015-06",3
"P1002","2015-07",15
"P1002","2015-08",12
"P1002","2015-09",9
"P1002","2015-10",7
"P1002","2015-11",1
"P1002","2015-12",1
"P1002","2016-01",3
"P1002","2016-02",1
"P1002","2016-03",21
"P1002","2016-04",2
"P1002","2016-05",2
"P1002","2016-06",5
"P1002","2016-07",1
"P1002","2016-08",7
"P1002","2016-09",15
"P1003","2013-10",74
"P1003","2013-11",11
"P1003","2014-02",1
"P1003","2014-04",1
"P1003","2015-11",107
"P1003","2015-12",114
"P1003","2016-01",61
"P1003","2016-02",27
"P1003","2016-03",43
"P1003","2016-04",97
"P1003","2016-05",61
"P1003","2016-06",29
"P1003","2016-07",19
"P1003","2016-08",428
"P1003","2016-09",66
"P1003","2016-10",2
"P1004","2013-10",7
"P1004","2013-11",6
"P1004","2014-03",5
"P1004","2014-05",3
"P1004","2014-06",1434
"P1004","2014-07",78
"P1004","2014-08",102
"P1004","2014-09",64
"P1004","2014-10",1
"P1004","2014-11",2
"P1004","2014-12",4
"P1004","2015-01",501
"P1004","2015-02",54
"P1004","2015-03",106
"P1004","2015-04",73
"P1004","2015-05",147
"P1004","2015-06",121
"P1004","2015-07",80
"P1004","2015-08",127
"P1004","2015-09",26
"P1004","2015-10",4
"P1004","2015-11",345
"P1004","2015-12",1
"P1004","2016-01",1
"P1004","2016-02",1
"P1004","2016-03",550
"P1004","2016-04",121
"P1004","2016-05",54
"P1004","2016-06",1
"P1004","2016-07",4
"P1005","2013-10",71
"P1005","2013-11",252
"P1005","2013-12",134
"P1005","2014-01",190
"P1005","2014-02",103
"P1005","2014-03",143
"P1005","2014-04",176
"P1005","2014-05",229
"P1005","2014-06",167
"P1005","2014-07",465
"P1005","2014-08",326
"P1005","2014-09",364
"P1005","2014-10",248
"P1005","2014-11",172
"P1005","2014-12",145
"P1005","2015-01",204
"P1005","2015-02",102
"P1005","2015-03",1078
"P1005","2015-04",129
"P1005","2015-05",306
"P1005","2015-06",335
"P1005","2015-07",545
"P1005","2015-08",447
"P1005","2015-09",286
"P1005","2015-10",297
"P1005","2015-11",267
"P1005","2015-12",231
"P1005","2016-01",160
"P1005","2016-02",129
"P1005","2016-03",205
"P1005","2016-04",347
"P1005","2016-05",257
"P1005","2016-06",134
"P1005","2016-07",108
"P1005","2016-08",378
"P1005","2016-09",182
"P1005","2016-10",6
"P1006","2013-10",254
"P1006","2013-11",909
"P1006","2013-12",567
"P1006","2014-01",454
"P1006","2014-02",372
"P1006","2014-03",516
"P1006","2014-04",712
"P1006","2014-05",667
"P1006","2014-06",471
"P1006","2014-07",911
"P1006","2014-08",828
"P1006","2014-09",1044
"P1006","2014-10",803
"P1006","2014-11",831
"P1006","2014-12",111812
"P1006","2015-01",561
"P1006","2015-02",511
"P1006","2015-03",6256
"P1006","2015-04",470
"P1006","2015-05",1242
"P1006","2015-06",1808
"P1006","2015-07",1971
"P1006","2015-08",1200
"P1006","2015-09",1268
"P1006","2015-10",1107
"P1006","2015-11",954
"P1006","2015-12",842
"P1006","2016-01",680
"P1006","2016-02",631
"P1006","2016-03",742
"P1006","2016-04",1062
"P1006","2016-05",646
"P1006","2016-06",566
"P1006","2016-07",613
"P1006","2016-08",1105
"P1006","2016-09",800
"P1006","2016-10",27
"P1007","2013-10",1
"P1007","2013-11",2
"P1007","2014-12",3
"P1007","2015-04",2
"P1007","2015-08",1
"P1007","2015-10",3
"P1007","2016-05",2
"P1007","2016-07",6
"P1009","2014-10",1
"P101","2013-02",154
"P101","2013-03",403
"P101","2013-04",2344
"P101","2013-05",155
"P101","2013-06",488
"P101","2013-07",114
"P101","2013-08",189
"P101","2013-09",379
"P101","2013-10",216
"P101","2013-11",177
"P101","2013-12",1590
"P101","2014-01",126
"P101","2014-02",10311
"P101","2014-03",1499
"P101","2014-04",171
"P101","2014-05",324
"P101","2014-06",198
"P101","2014-07",278
"P101","2014-08",151
"P101","2014-09",129
"P101","2014-10",183
"P101","2014-11",982
"P101","2014-12",527
"P101","2015-01",195
"P101","2015-02",186
"P101","2015-03",208
"P101","2015-04",152
"P101","2015-05",162
"P101","2015-06",258
"P101","2015-07",490
"P101","2015-08",335
"P101","2015-09",565
"P101","2015-10",330
"P101","2015-11",548
"P101","2015-12",232
"P101","2016-01",470
"P101","2016-02",444
"P101","2016-03",351
"P101","2016-04",268
"P101","2016-05",389
"P101","2016-06",364
"P101","2016-07",288
"P101","2016-08",204
"P101","2016-09",374
"P101","2016-10",79
"P1010","2014-09",9
"P1010","2016-02",1
"P1011","2015-10",1
"P1012","2013-11",24
"P1012","2013-12",2
"P1012","2014-01",5
"P1012","2014-02",1
"P1012","2014-03",3
"P1012","2014-04",9
"P1012","2014-09",1
"P1012","2014-10",9
"P1012","2016-06",4
"P1012","2016-07",5
"P1013","2014-02",3
"P1013","2014-03",2
"P1013","2014-04",2
"P1013","2015-06",2
"P1013","2016-01",1
"P1013","2016-04",3
"P1013","2016-09",1
"P1014","2013-11",24
"P1014","2013-12",59
"P1014","2014-01",39
"P1014","2014-02",9
"P1014","2014-03",12
"P1014","2014-04",115
"P1014","2014-05",1
"P1014","2014-06",6
"P1014","2014-07",73
"P1014","2014-08",13
"P1014","2014-09",9
"P1014","2014-10",2
"P1014","2014-11",2
"P1014","2014-12",1
"P1014","2015-01",5
"P1014","2015-02",1
"P1014","2015-03",8
"P1014","2015-04",1002
"P1014","2015-05",605
"P1014","2015-06",246
"P1014","2015-07",421
"P1014","2015-08",1530
"P1014","2015-09",386
"P1014","2015-10",275
"P1014","2015-11",187
"P1014","2015-12",158
"P1014","2016-01",217
"P1014","2016-02",261
"P1014","2016-03",711
"P1014","2016-04",1277
"P1014","2016-05",97
"P1014","2016-06",75
"P1014","2016-07",194
"P1014","2016-08",109
"P1014","2016-09",117
"P1014","2016-10",6
"P1015","2013-11",20
"P1015","2013-12",19
"P1015","2014-01",15
"P1015","2014-02",16
"P1015","2014-03",15
"P1015","2014-04",40
"P1015","2014-05",3202
"P1015","2014-06",24
"P1015","2014-07",57
"P1015","2014-08",32
"P1015","2014-09",15
"P1015","2014-10",21
"P1015","2014-11",14
"P1015","2014-12",14
"P1015","2015-01",12
"P1015","2015-02",11
"P1015","2015-03",2235
"P1015","2015-04",189
"P1015","2015-05",189
"P1015","2015-06",85
"P1015","2015-07",69
"P1015","2015-08",50
"P1015","2015-09",50
"P1015","2015-10",59
"P1015","2015-11",39
"P1015","2015-12",32
"P1015","2016-01",24
"P1015","2016-02",29
"P1015","2016-03",38
"P1015","2016-04",52
"P1015","2016-05",6509
"P1015","2016-06",79
"P1015","2016-07",36
"P1015","2016-08",111
"P1015","2016-09",43
"P1016","2014-06",1
"P1017","2013-11",180
"P1017","2013-12",239
"P1017","2014-01",389
"P1017","2014-02",260
"P1017","2014-03",293
"P1017","2014-04",317
"P1017","2014-05",420
"P1017","2014-06",280
"P1017","2014-07",531
"P1017","2014-08",445
"P1017","2014-09",503
"P1017","2014-10",370
"P1017","2014-11",345
"P1017","2014-12",242
"P1017","2015-01",370
"P1017","2015-02",219
"P1017","2015-03",2415
"P1017","2015-04",235
"P1017","2015-05",939
"P1017","2015-06",1337
"P1017","2015-07",1060
"P1017","2015-08",579
"P1017","2015-09",440
"P1017","2015-10",530
"P1017","2015-11",575
"P1017","2015-12",560
"P1017","2016-01",408
"P1017","2016-02",438
"P1017","2016-03",575
"P1017","2016-04",685
"P1017","2016-05",573
"P1017","2016-06",304
"P1017","2016-07",200
"P1017","2016-08",760
"P1017","2016-09",412
"P1017","2016-10",15
"P1018","2013-11",9
"P1018","2013-12",1
"P1018","2014-04",1
"P1018","2014-07",7
"P1018","2014-09",43
"P1018","2014-10",34
"P1018","2014-11",1
"P1018","2014-12",1
"P1018","2015-01",1
"P1018","2015-02",2
"P1018","2015-03",11
"P1018","2015-06",1
"P1018","2015-08",3
"P1018","2015-11",1
"P1018","2016-01",3
"P1018","2016-03",1
"P1018","2016-05",7
"P1018","2016-06",2
"P1018","2016-08",3
"P1018","2016-09",2
"P1019","2013-11",37
"P1019","2013-12",2
"P1019","2014-03",3
"P1019","2014-04",1
"P1019","2014-12",3
"P1019","2015-01",5
"P1019","2015-02",12
"P1019","2015-03",1
"P1019","2015-05",2
"P1019","2015-06",2
"P1019","2015-07",1
"P1019","2015-09",1
"P1019","2015-10",2
"P1019","2015-11",1
"P1019","2015-12",4
"P1019","2016-01",15
"P1019","2016-02",5
"P1019","2016-03",3
"P1019","2016-05",8
"P1019","2016-06",103
"P1019","2016-07",31
"P1019","2016-08",17
"P1019","2016-09",16
"P102","2013-02",337
"P102","2013-03",5605
"P102","2013-04",863
"P102","2013-05",3661
"P102","2013-06",5533
"P102","2013-07",169
"P102","2013-08",1435
"P102","2013-09",59126
"P102","2013-10",784
"P102","2013-11",475
"P102","2013-12",189
"P102","2014-01",442
"P102","2014-02",924
"P102","2014-03",396
"P102","2014-04",8736
"P102","2014-05",734
"P102","2014-06",7419
"P102","2014-07",45836
"P102","2014-08",9701
"P102","2014-09",4518
"P102","2014-10",1692
"P102","2014-11",316
"P102","2014-12",2199
"P102","2015-01",15364
"P102","2015-02",4119
"P102","2015-03",1179
"P102","2015-04",1341
"P102","2015-05",357
"P102","2015-06",808
"P102","2015-07",308
"P102","2015-08",464
"P102","2015-09",510
"P102","2015-10",804
"P102","2015-11",742
"P102","2015-12",4010
"P102","2016-01",9332
"P102","2016-02",3299
"P102","2016-03",880
"P102","2016-04",2634
"P102","2016-05",1601
"P102","2016-06",8686
"P102","2016-07",4337
"P102","2016-08",2641
"P102","2016-09",687
"P102","2016-10",20
"P1021","2013-11",1
"P1021","2015-08",5
"P1021","2015-09",1
"P1021","2016-01",27
"P1021","2016-03",7
"P1021","2016-08",1
"P1022","2013-11",2
"P1023","2013-11",3
"P1023","2016-06",34
"P1024","2013-11",1
"P1024","2014-02",2
"P1024","2015-09",1
"P1025","2013-11",11
"P1025","2013-12",2
"P1025","2014-01",5
"P1025","2014-02",12
"P1025","2014-03",13
"P1025","2014-04",3
"P1025","2014-05",6
"P1025","2014-06",2
"P1025","2014-07",2
"P1025","2014-08",7
"P1025","2014-09",2
"P1025","2014-10",3
"P1025","2014-11",2
"P1025","2014-12",4
"P1025","2015-01",6
"P1025","2015-02",31
"P1025","2015-03",2
"P1025","2015-04",7
"P1025","2015-05",38
"P1025","2015-06",48
"P1025","2015-07",24
"P1025","2015-08",35
"P1025","2015-09",3
"P1025","2015-10",8
"P1025","2015-11",16
"P1025","2015-12",2
"P1025","2016-01",9
"P1025","2016-02",9
"P1025","2016-03",9
"P1025","2016-04",9
"P1025","2016-05",5
"P1025","2016-06",5
"P1025","2016-07",5
"P1025","2016-08",12
"P1025","2016-09",53
"P1026","2013-11",5
"P1026","2014-03",3
"P1026","2014-08",5
"P1026","2014-10",3
"P1026","2014-11",2
"P1026","2014-12",2
"P1026","2015-02",2
"P1026","2015-03",2
"P1026","2015-05",2
"P1026","2015-06",2
"P1026","2015-07",3
"P1026","2015-08",2
"P1026","2015-10",3
"P1026","2015-11",1
"P1026","2015-12",7
"P1026","2016-03",2
"P1026","2016-04",3
"P1026","2016-06",1
"P1026","2016-07",1
"P1026","2016-09",1
"P1027","2013-11",12
"P1027","2013-12",35
"P1027","2014-01",20
"P1027","2014-02",26
"P1027","2014-03",45
"P1027","2014-04",15
"P1027","2014-05",13
"P1027","2014-06",41
"P1027","2014-07",21
"P1027","2014-08",77
"P1027","2014-09",35
"P1027","2014-10",31
"P1027","2014-11",108
"P1027","2014-12",141
"P1027","2015-01",84
"P1027","2015-02",43
"P1027","2015-03",22
"P1027","2015-04",26
"P1027","2015-05",54
"P1027","2015-06",81
"P1027","2015-07",64
"P1027","2015-08",90
"P1027","2015-09",58
"P1027","2015-10",41
"P1027","2015-11",68
"P1027","2015-12",37
"P1027","2016-01",40
"P1027","2016-02",68
"P1027","2016-03",115
"P1027","2016-04",91
"P1027","2016-05",80
"P1027","2016-06",47
"P1027","2016-07",60
"P1027","2016-08",45
"P1027","2016-09",74
"P1028","2013-12",1
"P1028","2014-01",1
"P1028","2014-02",1
"P1028","2014-04",1
"P1028","2014-05",1
"P1028","2014-06",3
"P1028","2014-07",1
"P1028","2014-08",7
"P1028","2014-10",9
"P1028","2014-11",8
"P1028","2014-12",64
"P1028","2015-01",29
"P1028","2015-02",2
"P1028","2015-04",5
"P1028","2015-05",2
"P1028","2015-06",1
"P1028","2015-08",4
"P1028","2015-10",3
"P1028","2015-11",4
"P1028","2015-12",4
"P1028","2016-01",2
"P1028","2016-02",6
"P1028","2016-03",13
"P1028","2016-04",261
"P1028","2016-05",21
"P1028","2016-06",2
"P1028","2016-07",26
"P1028","2016-08",126
"P1028","2016-09",263
"P1028","2016-10",1
"P1029","2013-11",307
"P1029","2013-12",57
"P1029","2014-01",67
"P1029","2014-02",12
"P1029","2014-03",8
"P1029","2014-04",1323
"P1029","2014-07",2
"P1029","2014-08",7
"P1029","2014-10",5
"P1029","2014-11",1
"P1029","2014-12",2
"P1029","2015-01",30
"P1029","2015-02",39
"P1029","2015-03",15
"P1029","2015-04",3
"P1029","2015-05",5
"P1029","2015-06",11
"P1029","2015-07",6
"P1029","2015-08",37
"P1029","2015-09",6
"P1029","2015-10",7
"P1029","2015-11",12
"P1029","2016-01",2
"P1029","2016-02",35
"P1029","2016-03",79
"P1029","2016-04",65
"P1029","2016-05",6
"P1029","2016-07",12
"P1029","2016-09",1
"P103","2013-02",128
"P103","2013-03",298
"P103","2013-04",107
"P103","2013-05",61
"P103","2013-06",41
"P103","2013-07",71
"P103","2013-08",136
"P103","2013-09",13
"P103","2013-10",20
"P103","2013-11",9
"P103","2013-12",16
"P103","2014-01",34
"P103","2014-02",130
"P103","2014-03",79
"P103","2014-04",16
"P103","2014-05",33
"P103","2014-06",81
"P103","2014-07",62
"P103","2014-08",113
"P103","2014-09",1203
"P103","2014-10",138
"P103","2014-11",101
"P103","2014-12",105
"P103","2015-01",49
"P103","2015-02",47
"P103","2015-03",1047
"P103","2015-04",184
"P103","2015-05",132
"P103","2015-06",251
"P103","2015-07",179
"P103","2015-08",287
"P103","2015-09",18366
"P103","2015-10",17097
"P103","2015-11",10155
"P103","2015-12",215
"P103","2016-01",247
"P103","2016-02",214
"P103","2016-03",501
"P103","2016-04",132
"P103","2016-05",174
"P103","2016-06",183
"P103","2016-07",250
"P103","2016-08",298
"P103","2016-09",195
"P103","2016-10",5
"P1030","2013-11",37
"P1030","2013-12",2
"P1030","2014-01",1
"P1030","2014-02",4
"P1030","2014-05",13
"P1030","2014-06",12
"P1030","2014-08",2
"P1030","2014-09",4
"P1030","2014-10",1
"P1030","2016-03",1
"P1030","2016-06",298
"P1030","2016-07",96
"P1030","2016-08",31
"P1030","2016-09",24
"P1031","2013-11",85
"P1031","2013-12",64
"P1031","2014-01",83
"P1031","2014-02",11
"P1031","2014-03",13
"P1031","2014-04",2
"P1031","2014-07",4
"P1031","2014-08",2
"P1031","2014-09",2
"P1031","2014-10",5
"P1031","2014-12",1
"P1031","2015-04",50
"P1031","2015-05",1
"P1031","2015-06",2
"P1031","2015-07",1
"P1031","2015-09",11
"P1031","2015-10",1
"P1031","2016-01",4
"P1031","2016-02",36
"P1031","2016-03",15
"P1031","2016-04",1
"P1031","2016-05",2
"P1031","2016-06",3
"P1031","2016-07",2
"P1031","2016-08",12
"P1031","2016-09",4
"P1032","2015-05",34
"P1033","2013-11",1
"P1033","2014-01",9
"P1033","2014-02",1
"P1033","2014-03",1
"P1033","2014-04",2
"P1033","2015-06",2
"P1033","2015-07",1
"P1033","2015-09",1
"P1033","2015-10",2
"P1033","2016-07",2
"P1034","2013-11",5
"P1034","2014-09",2
"P1034","2015-10",1
"P1034","2016-06",1
"P1034","2016-07",2
"P1035","2014-02",1
"P1035","2014-03",1
"P1035","2014-04",1
"P1035","2014-07",1
"P1035","2014-11",1
"P1035","2014-12",2
"P1035","2015-05",1
"P1035","2015-07",3
"P1035","2015-11",3
"P1035","2015-12",1
"P1035","2016-01",3
"P1035","2016-02",2
"P1035","2016-03",5
"P1035","2016-04",2
"P1035","2016-05",1
"P1035","2016-07",4
"P1035","2016-08",1
"P1036","2013-11",110
"P1036","2013-12",9
"P1036","2014-02",22
"P1036","2014-03",14
"P1036","2014-04",409
"P1036","2014-05",1766
"P1036","2014-06",5387
"P1036","2014-07",4621
"P1036","2014-08",1637
"P1036","2014-09",22
"P1036","2014-10",12
"P1036","2014-11",21
"P1036","2014-12",28
"P1036","2015-01",15
"P1036","2015-02",54
"P1036","2015-03",45
"P1036","2015-04",36
"P1036","2015-05",74
"P1036","2015-06",78
"P1036","2015-07",21
"P1036","2015-08",99
"P1036","2015-09",37
"P1036","2015-10",31
"P1036","2015-11",42
"P1036","2015-12",30
"P1036","2016-01",92
"P1036","2016-02",49
"P1036","2016-03",28
"P1036","2016-04",19
"P1036","2016-05",33
"P1036","2016-06",18
"P1036","2016-07",27
"P1036","2016-08",101
"P1036","2016-09",30
"P1037","2013-11",3
"P1037","2013-12",2
"P1037","2014-01",7
"P1037","2014-02",26
"P1037","2014-03",183
"P1037","2014-04",14
"P1037","2014-05",33
"P1037","2014-06",39
"P1037","2014-07",16
"P1037","2014-08",60
"P1037","2014-09",18
"P1037","2014-10",48
"P1037","2014-11",55
"P1037","2014-12",55
"P1037","2015-01",35
"P1037","2015-02",80
"P1037","2015-03",63
"P1037","2015-04",57
"P1037","2015-05",39
"P1037","2015-06",69
"P1037","2015-07",58
"P1037","2015-08",257
"P1037","2015-09",37
"P1037","2015-10",47
"P1037","2015-11",44
"P1037","2015-12",43
"P1037","2016-01",67
"P1037","2016-02",32
"P1037","2016-03",75
"P1037","2016-04",43
"P1037","2016-05",76
"P1037","2016-06",129
"P1037","2016-07",65
"P1037","2016-08",56
"P1037","2016-09",87
"P1038","2013-11",13
"P1038","2013-12",27
"P1038","2014-01",48
"P1038","2014-02",72
"P1038","2014-03",156
"P1038","2014-04",55
"P1038","2014-05",101
"P1038","2014-06",90
"P1038","2014-07",80
"P1038","2014-08",98
"P1038","2014-09",60
"P1038","2014-10",45
"P1038","2014-11",84
"P1038","2014-12",379
"P1038","2015-01",97
"P1038","2015-02",66
"P1038","2015-03",93
"P1038","2015-04",153
"P1038","2015-05",371
"P1038","2015-06",95
"P1038","2015-07",95
"P1038","2015-08",179
"P1038","2015-09",265
"P1038","2015-10",226
"P1038","2015-11",149
"P1038","2015-12",184
"P1038","2016-01",807
"P1038","2016-02",448
"P1038","2016-03",282
"P1038","2016-04",404
"P1038","2016-05",562
"P1038","2016-06",308
"P1038","2016-07",323
"P1038","2016-08",363
"P1038","2016-09",254
"P1038","2016-10",19
"P1039","2014-02",4
"P1039","2014-03",3
"P1039","2014-04",2
"P1039","2014-07",1
"P1039","2014-12",2
"P1039","2015-01",1
"P1039","2015-02",2
"P1039","2015-04",2
"P1039","2015-09",1
"P1039","2015-10",3
"P1039","2015-11",1
"P1039","2015-12",4
"P1039","2016-01",2
"P1039","2016-02",2
"P1039","2016-03",14
"P1039","2016-04",4
"P1039","2016-05",2
"P1039","2016-07",2
"P1039","2016-09",2
"P104","2014-02",1
"P1040","2013-11",23
"P1040","2013-12",5
"P1040","2014-01",1
"P1040","2014-02",3
"P1040","2014-03",3
"P1040","2014-05",9
"P1040","2014-06",11
"P1040","2014-07",144
"P1040","2014-08",212
"P1040","2014-09",124
"P1040","2014-10",92
"P1040","2014-11",56
"P1040","2014-12",45
"P1040","2015-01",18
"P1040","2015-02",10
"P1040","2015-03",16
"P1040","2015-04",118
"P1040","2015-05",231
"P1040","2015-06",22
"P1040","2015-07",69
"P1040","2015-08",90
"P1040","2015-09",115
"P1040","2015-10",559
"P1040","2015-11",2184
"P1040","2015-12",3747
"P1040","2016-01",2846
"P1040","2016-02",1304
"P1040","2016-03",277
"P1040","2016-04",967
"P1040","2016-05",210
"P1040","2016-06",362
"P1040","2016-07",1339
"P1040","2016-08",167
"P1040","2016-09",733
"P1040","2016-10",2
"P1041","2013-11",3
"P1041","2014-01",1
"P1041","2014-07",3
"P1041","2016-05",1
"P1042","2013-11",10
"P1042","2013-12",11
"P1042","2014-01",5
"P1042","2014-02",591
"P1042","2014-03",4
"P1042","2014-04",1
"P1042","2014-05",1
"P1042","2014-07",7
"P1042","2014-08",10
"P1042","2014-09",3
"P1042","2014-10",6
"P1042","2014-11",4
"P1042","2014-12",2
"P1042","2015-01",2
"P1042","2015-02",2
"P1042","2015-04",5
"P1042","2015-05",1
"P1042","2015-06",8
"P1042","2015-07",11
"P1042","2015-08",1
"P1042","2015-09",2
"P1042","2015-10",5
"P1042","2015-11",4
"P1042","2015-12",193
"P1042","2016-01",4
"P1042","2016-02",2
"P1042","2016-03",3
"P1042","2016-04",173
"P1042","2016-06",32
"P1042","2016-08",68
"P1042","2016-09",27
"P1043","2013-11",6
"P1043","2013-12",1
"P1043","2014-03",3
"P1043","2014-06",1
"P1043","2014-09",1
"P1043","2015-03",1
"P1044","2013-11",11
"P1044","2013-12",23
"P1044","2014-01",8
"P1044","2014-02",33
"P1044","2014-03",17
"P1044","2014-04",9
"P1044","2014-05",1
"P1044","2014-07",4
"P1044","2014-08",11
"P1044","2014-09",2
"P1044","2014-10",1
"P1044","2014-12",1
"P1044","2015-01",1
"P1044","2015-02",9
"P1044","2015-03",9
"P1044","2015-04",6
"P1044","2015-06",6
"P1044","2015-08",1
"P1044","2015-09",1
"P1044","2015-11",2
"P1044","2016-01",31
"P1044","2016-02",6
"P1044","2016-03",3
"P1044","2016-04",5
"P1044","2016-06",1
"P1044","2016-09",2
"P1045","2013-12",8
"P1045","2014-01",3
"P1045","2014-02",1
"P1045","2014-03",114
"P1045","2014-04",2
"P1045","2014-05",8330
"P1045","2014-06",22
"P1045","2014-07",16
"P1045","2014-08",4
"P1045","2014-09",19
"P1045","2014-10",9
"P1045","2014-11",10
"P1045","2014-12",15
"P1045","2015-01",10
"P1045","2015-02",8
"P1045","2015-03",5
"P1045","2015-04",1222
"P1045","2015-05",1873
"P1045","2015-06",1016
"P1045","2015-07",647
"P1045","2015-08",455
"P1045","2015-09",667
"P1045","2015-10",13
"P1045","2015-11",282
"P1045","2015-12",5
"P1045","2016-01",37
"P1045","2016-02",25
"P1045","2016-03",64
"P1045","2016-04",185
"P1045","2016-05",125
"P1045","2016-06",50
"P1045","2016-07",35
"P1045","2016-08",56
"P1045","2016-09",42
"P1046","2013-12",14
"P1046","2014-02",1
"P1046","2014-03",5
"P1046","2014-05",1
"P1046","2014-06",1
"P1046","2014-08",2
"P1046","2014-10",1
"P1046","2015-05",7
"P1046","2015-07",3
"P1046","2015-08",1
"P1046","2015-11",1
"P1046","2016-02",309
"P1046","2016-03",1
"P1046","2016-04",1
"P1046","2016-05",1
"P1046","2016-06",1
"P1046","2016-08",1
"P1046","2016-09",5
"P1047","2013-12",3061
"P1047","2014-01",49
"P1047","2014-02",4
"P1047","2014-03",5
"P1047","2014-04",12
"P1047","2014-05",19
"P1047","2014-06",8
"P1047","2014-07",39
"P1047","2014-08",23
"P1047","2014-09",13
"P1047","2014-10",24
"P1047","2014-11",19
"P1047","2014-12",11
"P1047","2015-01",25
"P1047","2015-02",15
"P1047","2015-03",663
"P1047","2015-04",248
"P1047","2015-05",182
"P1047","2015-06",160
"P1047","2015-07",8600
"P1047","2015-08",2090
"P1047","2015-09",64
"P1047","2015-10",173
"P1047","2015-11",234
"P1047","2015-12",84
"P1047","2016-01",82
"P1047","2016-02",140
"P1047","2016-03",70
"P1047","2016-04",56
"P1047","2016-05",94
"P1047","2016-06",58
"P1047","2016-07",64
"P1047","2016-08",61
"P1047","2016-09",49
"P1048","2013-12",4
"P1048","2014-03",3
"P1048","2014-10",1
"P1048","2014-11",2
"P1048","2015-03",7
"P1048","2015-06",2
"P1048","2015-07",9
"P1048","2015-08",72
"P1048","2015-09",25
"P1048","2015-10",16
"P1048","2015-11",11
"P1048","2015-12",19
"P1048","2016-01",9
"P1048","2016-02",14
"P1048","2016-03",58
"P1048","2016-04",41
"P1048","2016-05",7
"P1048","2016-06",6
"P1048","2016-07",1
"P1048","2016-08",5
"P1048","2016-09",2
"P1048","2016-10",1
"P1049","2013-12",6
"P1049","2014-01",3
"P1049","2014-02",111
"P1049","2014-04",1
"P1049","2014-05",1
"P1049","2014-06",116
"P1049","2014-07",3
"P1049","2014-08",2
"P1049","2014-09",20
"P1049","2014-10",109
"P1049","2014-11",24
"P1049","2014-12",1
"P1049","2015-01",1
"P1049","2015-03",1
"P1049","2015-04",1
"P1049","2015-05",1
"P1049","2015-06",2
"P1049","2015-07",1
"P1049","2015-08",28
"P1049","2015-09",6
"P1049","2015-10",17
"P1049","2015-12",7
"P1049","2016-01",2
"P1049","2016-03",51
"P1049","2016-04",7
"P1049","2016-05",5
"P1049","2016-06",8
"P1049","2016-07",4
"P1049","2016-08",2
"P1049","2016-09",2
"P105","2013-02",40209
"P105","2013-03",5690
"P105","2013-04",29814
"P105","2013-05",305518
"P105","2013-06",24587
"P105","2013-07",5907
"P105","2013-08",4179
"P105","2013-09",17500
"P105","2013-10",47208
"P105","2013-11",169540
"P105","2013-12",452335
"P105","2014-01",495693
"P105","2014-02",152122
"P105","2014-03",10791
