"stat_property","month_edit","no_item","no_user"
"P1183","2014-04",10,1
"P1183","2014-05",3,2
"P1183","2014-08",1,1
"P1183","2015-07",1,1
"P1183","2015-08",4210,1
"P1183","2015-09",1,1
"P1183","2015-10",5,4
"P1183","2015-11",27,2
"P1183","2015-12",4,3
"P1183","2016-02",5,2
"P1183","2016-04",543,2
"P1183","2016-05",1,1
"P1183","2016-07",1,1
"P1183","2016-08",4,2
"P1183","2016-09",705,2
"P1184","2014-04",2,2
"P1184","2014-07",64,6
"P1184","2014-08",3,1
"P1184","2014-09",112,6
"P1184","2014-11",36,2
"P1184","2014-12",2,1
"P1184","2015-01",6,2
"P1184","2015-02",1,1
"P1184","2015-04",1,1
"P1184","2015-05",1,1
"P1184","2015-06",4,1
"P1184","2015-07",17,2
"P1184","2015-08",2,2
"P1184","2015-09",1,1
"P1184","2015-11",1,1
"P1184","2015-12",4,1
"P1184","2016-02",1913,6
"P1184","2016-03",252,6
"P1184","2016-04",2447,6
"P1184","2016-05",740,3
"P1184","2016-06",378,1
"P1184","2016-07",766,4
"P1184","2016-08",11,1
"P1184","2016-09",8,2
"P1184","2016-10",2,1
"P1185","2014-04",3,1
"P1185","2014-05",6,1
"P1185","2014-06",15,3
"P1185","2014-07",11,2
"P1185","2014-08",1,1
"P1185","2014-09",4,3
"P1185","2014-10",4,2
"P1185","2015-01",1727,4
"P1185","2015-02",50,6
"P1185","2015-03",10,4
"P1185","2015-04",5,4
"P1185","2015-05",5,2
"P1185","2015-06",13,4
"P1185","2015-07",73,6
"P1185","2015-08",57,6
"P1185","2015-09",19,6
"P1185","2015-10",31,5
"P1185","2015-11",2,1
"P1185","2015-12",18,4
"P1185","2016-01",104,5
"P1185","2016-02",7,6
"P1185","2016-03",15,3
"P1185","2016-04",33,5
"P1185","2016-05",15,4
"P1185","2016-06",47,3
"P1185","2016-07",19,5
"P1185","2016-08",25,7
"P1185","2016-09",9,4
"P1186","2014-03",1,1
"P1186","2014-04",28,1
"P1186","2014-05",1356,3
"P1186","2014-06",302,8
"P1186","2014-07",1489,9
"P1186","2014-09",5,4
"P1186","2014-10",3,2
"P1186","2014-11",1,1
"P1186","2014-12",3,3
"P1186","2015-01",3,3
"P1186","2015-02",6,3
"P1186","2015-04",3,3
"P1186","2015-05",1,1
"P1186","2015-06",1,1
"P1186","2015-07",1,1
"P1186","2015-08",1,1
"P1186","2015-10",4,4
"P1186","2015-11",3,3
"P1186","2015-12",3,3
"P1186","2016-03",4,4
"P1186","2016-04",1,1
"P1186","2016-05",1,1
"P1186","2016-06",2,2
"P1186","2016-07",13,4
"P1186","2016-08",1,1
"P1186","2016-09",1,1
"P1187","2014-02",1,1
"P1187","2014-04",2,2
"P1187","2016-04",1,1
"P1188","2014-02",1,1
"P1188","2014-03",1,1
"P1188","2014-04",2,1
"P1188","2014-06",3,1
"P1189","2014-02",1,1
"P1189","2014-03",6,2
"P1189","2016-02",1,1
"P1189","2016-05",2,2
"P1189","2016-06",1,1
"P1189","2016-07",1,1
"P1189","2016-08",1,1
"P119","2013-02",58,24
"P119","2013-03",15346,62
"P119","2013-04",569,44
"P119","2013-05",324,42
"P119","2013-06",176,39
"P119","2013-07",85,23
"P119","2013-08",116,28
"P119","2013-09",294,23
"P119","2013-10",134,25
"P119","2013-11",209,27
"P119","2013-12",110,22
"P119","2014-01",216,30
"P119","2014-02",176,35
"P119","2014-03",631,33
"P119","2014-04",3237,36
"P119","2014-05",436,39
"P119","2014-06",469,42
"P119","2014-07",712,50
"P119","2014-08",267,54
"P119","2014-09",542,51
"P119","2014-10",442,49
"P119","2014-11",982,58
"P119","2014-12",324,56
"P119","2015-01",430,44
"P119","2015-02",419,58
"P119","2015-03",7640,56
"P119","2015-04",416,54
"P119","2015-05",418,62
"P119","2015-06",556,65
"P119","2015-07",660,80
"P119","2015-08",758,86
"P119","2015-09",868,92
"P119","2015-10",1044,90
"P119","2015-11",634,73
"P119","2015-12",405,77
"P119","2016-01",1820,111
"P119","2016-02",1579,108
"P119","2016-03",877,108
"P119","2016-04",448,101
"P119","2016-05",369,105
"P119","2016-06",322,83
"P119","2016-07",263,89
"P119","2016-08",12486,121
"P119","2016-09",438,122
"P119","2016-10",20,9
"P1190","2014-02",32,1
"P1190","2014-03",11,1
"P1190","2014-05",2,2
"P1190","2014-06",1,1
"P1190","2014-11",1,1
"P1190","2014-12",38,1
"P1190","2015-06",2,2
"P1190","2015-07",1,1
"P1190","2015-08",3,2
"P1190","2015-09",3,2
"P1190","2015-10",1,1
"P1190","2016-01",1,1
"P1190","2016-05",2,2
"P1190","2016-07",6,3
"P1190","2016-08",6,5
"P1190","2016-09",1,1
"P1191","2014-02",3,2
"P1191","2014-03",9,2
"P1191","2014-04",6,5
"P1191","2014-05",9,5
"P1191","2014-06",5,5
"P1191","2014-07",11,4
"P1191","2014-08",9,5
"P1191","2014-09",16,6
"P1191","2014-10",12,10
"P1191","2014-11",17,11
"P1191","2014-12",50,9
"P1191","2015-01",20,8
"P1191","2015-02",9,9
"P1191","2015-03",14,7
"P1191","2015-04",16,10
"P1191","2015-05",73,23
"P1191","2015-06",500,26
"P1191","2015-07",230,32
"P1191","2015-08",35,18
"P1191","2015-09",405,30
"P1191","2015-10",124,35
"P1191","2015-11",840,22
"P1191","2015-12",671,27
"P1191","2016-01",305,23
"P1191","2016-02",240,31
"P1191","2016-03",200,36
"P1191","2016-04",974,24
"P1191","2016-05",156,24
"P1191","2016-06",48,23
"P1191","2016-07",120,23
"P1191","2016-08",111,29
"P1191","2016-09",1588,28
"P1191","2016-10",1,1
"P1192","2014-02",11,3
"P1192","2014-03",3,2
"P1192","2014-05",1,1
"P1192","2014-06",37,1
"P1192","2014-07",1,1
"P1192","2014-08",1,1
"P1192","2014-10",2,3
"P1192","2014-11",182,4
"P1192","2014-12",112,2
"P1192","2015-01",105,2
"P1192","2015-02",9,1
"P1192","2015-04",247,3
"P1192","2015-05",212,3
"P1192","2015-06",99,1
"P1192","2015-07",4,2
"P1192","2015-08",1,1
"P1192","2015-09",89,2
"P1192","2015-10",2,2
"P1192","2015-11",2,1
"P1192","2015-12",371,5
"P1192","2016-01",893,4
"P1192","2016-02",15,4
"P1192","2016-03",16,3
"P1192","2016-04",16,3
"P1192","2016-05",2,1
"P1192","2016-06",368,2
"P1192","2016-07",12,3
"P1192","2016-08",165,6
"P1192","2016-09",1,1
"P1193","2014-02",1,1
"P1193","2015-04",1,1
"P1193","2015-07",1,1
"P1193","2015-08",8,1
"P1193","2015-11",1,2
"P1193","2015-12",3,10
"P1193","2016-02",1,1
"P1193","2016-05",2,1
"P1193","2016-08",1,2
"P1194","2014-02",1,1
"P1195","2014-02",17,1
"P1195","2014-03",34,5
"P1195","2014-04",4,1
"P1195","2014-05",3,3
"P1195","2014-06",3,3
"P1195","2014-07",7,3
"P1195","2014-08",8,3
"P1195","2014-09",87,2
"P1195","2014-10",93,7
"P1195","2014-11",1,1
"P1195","2014-12",4,3
"P1195","2015-01",6,6
"P1195","2015-02",1,1
"P1195","2015-03",7,6
"P1195","2015-04",4,3
"P1195","2015-05",6,3
"P1195","2015-06",3,2
"P1195","2015-07",2,2
"P1195","2015-08",1,1
"P1195","2015-10",29,2
"P1195","2015-11",19,3
"P1195","2015-12",9,8
"P1195","2016-01",18,4
"P1195","2016-02",2,3
"P1195","2016-03",3,6
"P1195","2016-04",1,1
"P1195","2016-05",4,4
"P1195","2016-06",7,4
"P1195","2016-07",134,5
"P1195","2016-08",78,3
"P1195","2016-09",14,3
"P1195","2016-10",1,1
"P1196","2014-02",1,1
"P1196","2014-03",12,8
"P1196","2014-04",9,8
"P1196","2014-05",34,10
"P1196","2014-06",57,9
"P1196","2014-07",147,13
"P1196","2014-08",66,16
"P1196","2014-09",262,21
"P1196","2014-10",24,14
"P1196","2014-11",2748,24
"P1196","2014-12",77,16
"P1196","2015-01",75,27
"P1196","2015-02",421,23
"P1196","2015-03",32,19
"P1196","2015-04",24,17
"P1196","2015-05",50,21
"P1196","2015-06",68,22
"P1196","2015-07",111,26
"P1196","2015-08",829,29
"P1196","2015-09",951,26
"P1196","2015-10",21926,28
"P1196","2015-11",2341,37
"P1196","2015-12",72,33
"P1196","2016-01",412,41
"P1196","2016-02",67,37
"P1196","2016-03",746,43
"P1196","2016-04",1063,51
"P1196","2016-05",99,40
"P1196","2016-06",56,35
"P1196","2016-07",136,40
"P1196","2016-08",93,75
"P1196","2016-09",9322,74
"P1196","2016-10",4334,2
"P1198","2014-02",2,2
"P1198","2014-03",1,2
"P1198","2014-04",2,2
"P1198","2014-05",2,1
"P1198","2014-10",1,1
"P1198","2015-01",1,1
"P1198","2015-02",1,1
"P1198","2015-04",1,1
"P1198","2015-07",1,1
"P1198","2015-11",7,2
"P1198","2016-04",142,4
"P1198","2016-05",2,2
"P1198","2016-07",2,2
"P1198","2016-08",1,1
"P1199","2014-03",1,1
"P1199","2014-11",3,1
"P1199","2016-07",1,1
"P1199","2016-09",2,1
"P12","2013-02",428,52
"P1200","2014-03",1321,5
"P1200","2014-04",17,4
"P1200","2014-05",4,2
"P1200","2014-06",5,2
"P1200","2014-07",20,8
"P1200","2014-08",9,4
"P1200","2014-09",38,4
"P1200","2014-10",531,6
"P1200","2014-11",15,4
"P1200","2014-12",3,3
"P1200","2015-01",5,5
"P1200","2015-02",31,2
"P1200","2015-03",6,5
"P1200","2015-04",8,6
"P1200","2015-05",2,2
"P1200","2015-06",3,1
"P1200","2015-07",2,1
"P1200","2015-08",4,4
"P1200","2015-09",1,2
"P1200","2015-11",11,3
"P1200","2015-12",40,3
"P1200","2016-01",23,2
"P1200","2016-02",61,6
"P1200","2016-03",22,3
"P1200","2016-04",55,3
"P1200","2016-05",31,2
"P1200","2016-06",29,1
"P1200","2016-08",1,1
"P1200","2016-09",1,1
"P1201","2014-03",278,3
"P1201","2014-04",42,1
"P1201","2014-05",5,1
"P1201","2014-10",5,1
"P1201","2014-11",1,1
"P1201","2014-12",6,1
"P1201","2015-01",1,1
"P1201","2015-02",1,1
"P1201","2015-03",1,1
"P1201","2015-07",1,1
"P1201","2015-08",1,1
"P1201","2015-09",1,1
"P1201","2015-11",1,1
"P1201","2016-01",2,1
"P1201","2016-04",2,1
"P1202","2014-03",3,2
"P1202","2014-04",1,1
"P1202","2014-08",1,1
"P1202","2014-11",2,1
"P1202","2015-04",1,1
"P1202","2015-08",1,1
"P1202","2015-09",1,1
"P1202","2015-12",1,1
"P1202","2016-06",1,1
"P1202","2016-07",1,1
"P1203","2014-03",5,1
"P1203","2016-01",2,1
"P1203","2016-02",312,1
"P1204","2014-03",518,10
"P1204","2014-04",6,6
"P1204","2014-05",19,5
"P1204","2014-06",22,5
"P1204","2014-07",37,3
"P1204","2014-08",28,5
"P1204","2014-09",64,6
"P1204","2014-10",4,3
"P1204","2014-11",2,2
"P1204","2014-12",2,2
"P1204","2015-01",44,6
"P1204","2015-02",81,7
"P1204","2015-03",20,7
"P1204","2015-04",7,7
"P1204","2015-05",1,1
"P1204","2015-06",12,4
"P1204","2015-07",5,5
"P1204","2015-08",7,3
"P1204","2015-09",69,8
"P1204","2015-10",16,8
"P1204","2015-11",12,7
"P1204","2015-12",4,3
"P1204","2016-01",9,7
"P1204","2016-02",12,7
"P1204","2016-03",12,6
"P1204","2016-04",4,4
"P1204","2016-05",4,5
"P1204","2016-06",14,9
"P1204","2016-07",2,2
"P1204","2016-08",13,4
"P1204","2016-09",1,1
"P1207","2014-03",344,19
"P1207","2014-04",622,25
"P1207","2014-05",668,28
"P1207","2014-06",435,23
"P1207","2014-07",718,22
"P1207","2014-08",676,29
"P1207","2014-09",719,30
"P1207","2014-10",398,25
"P1207","2014-11",451,33
"P1207","2014-12",398,33
"P1207","2015-01",523,44
"P1207","2015-02",439,50
"P1207","2015-03",537,51
"P1207","2015-04",401,50
"P1207","2015-05",1132,52
"P1207","2015-06",1840,52
"P1207","2015-07",2078,53
"P1207","2015-08",1289,61
"P1207","2015-09",1152,51
"P1207","2015-10",987,63
"P1207","2015-11",756,53
"P1207","2015-12",699,50
"P1207","2016-01",540,70
"P1207","2016-02",461,66
"P1207","2016-03",580,62
"P1207","2016-04",900,71
"P1207","2016-05",561,73
"P1207","2016-06",454,77
"P1207","2016-07",423,73
"P1207","2016-08",1236,70
"P1207","2016-09",685,78
"P1207","2016-10",22,15
"P1208","2014-03",1,1
"P1209","2014-03",1,1
"P1209","2014-11",25,1
"P1209","2014-12",1,1
"P1209","2016-02",2,1
"P121","2013-02",40,6
"P121","2013-03",133,9
"P121","2013-04",61,10
"P121","2013-05",20,7
"P121","2013-06",12,3
"P121","2013-07",5,3
"P121","2013-08",1,1
"P121","2013-09",3,2
"P121","2013-10",3,3
"P121","2013-12",2,2
"P121","2014-01",27,1
"P121","2014-02",29,1
"P121","2014-03",41,7
"P121","2014-04",3,2
"P121","2014-05",3,2
"P121","2014-06",1,1
"P121","2014-07",19,5
"P121","2014-08",219,4
"P121","2014-09",53,5
"P121","2014-10",44,4
"P121","2014-11",34,6
"P121","2014-12",57,10
"P121","2015-01",10,4
"P121","2015-02",42,3
"P121","2015-03",19,5
"P121","2015-04",32,2
"P121","2015-05",52,7
"P121","2015-06",10,6
"P121","2015-07",12,7
"P121","2015-08",43,10
"P121","2015-09",60,7
"P121","2015-10",159,9
"P121","2015-11",58,12
"P121","2015-12",15,11
"P121","2016-01",18,10
"P121","2016-02",35,6
"P121","2016-03",42,13
"P121","2016-04",28,8
"P121","2016-05",92,15
"P121","2016-06",56,14
"P121","2016-07",14,11
"P121","2016-08",17,10
"P121","2016-09",34,11
"P121","2016-10",1,1
"P1210","2014-03",1,1
"P1210","2015-10",3,1
"P1210","2016-09",2,1
"P1211","2014-03",1,1
"P1211","2014-05",1,1
"P1211","2016-09",3,1
"P1212","2014-03",199,2
"P1212","2014-04",8,1
"P1212","2014-05",20,2
"P1212","2014-06",4,3
"P1212","2014-07",52,2
"P1212","2014-08",4,1
"P1212","2014-09",13,4
"P1212","2014-10",1,1
"P1212","2014-11",672,8
"P1212","2014-12",88,5
"P1212","2015-01",68,5
"P1212","2015-02",480,6
"P1212","2015-03",68,4
"P1212","2015-04",14,2
"P1212","2015-05",201,5
"P1212","2015-06",41,3
"P1212","2015-07",42,2
"P1212","2015-08",2,1
"P1212","2015-09",7,2
"P1212","2015-10",17,2
"P1212","2015-11",4,3
"P1212","2015-12",3,2
"P1212","2016-01",4,3
"P1212","2016-02",4,2
"P1212","2016-03",2,1
"P1212","2016-04",1,1
"P1212","2016-05",36,4
"P1212","2016-06",13,4
"P1212","2016-07",5,2
"P1212","2016-08",22,4
"P1212","2016-09",45,2
"P1212","2016-10",5,1
"P1213","2014-03",1,1
"P1213","2014-10",1,1
"P1213","2014-11",1,1
"P1213","2014-12",1,1
"P1213","2015-04",1,1
"P1213","2015-08",67,1
"P1213","2015-09",4,1
"P1213","2015-10",2,2
"P1213","2015-12",2,1
"P1214","2014-03",289,2
"P1214","2014-04",22,1
"P1214","2015-11",375,20
"P1214","2015-12",767,8
"P1214","2016-03",1,1
"P1215","2014-03",6,3
"P1215","2014-04",10,3
"P1215","2014-05",9,2
"P1215","2014-06",9,5
"P1215","2014-07",7,2
"P1215","2014-08",6,3
"P1215","2014-09",1,1
"P1215","2014-10",2,1
"P1215","2014-11",6,2
"P1215","2014-12",3,1
"P1215","2015-01",3,1
"P1215","2015-02",1,1
"P1215","2015-04",2,2
"P1215","2015-06",1,1
"P1215","2015-07",3,2
"P1215","2015-09",2,2
"P1215","2015-10",3,3
"P1215","2015-11",2,2
"P1215","2015-12",2,2
"P1215","2016-01",3,3
"P1215","2016-02",1,1
"P1215","2016-03",1,1
"P1215","2016-06",1,1
"P1215","2016-07",4,3
"P1215","2016-08",1,1
"P1216","2014-03",1954,3
"P1216","2014-04",202,4
"P1216","2014-05",10,3
"P1216","2014-06",2,1
"P1216","2014-07",3,2
"P1216","2014-08",49557,4
"P1216","2014-09",126,12
"P1216","2014-10",32,11
"P1216","2014-11",30,8
"P1216","2014-12",27,12
"P1216","2015-01",37,13
"P1216","2015-02",40,14
"P1216","2015-03",19,12
"P1216","2015-04",37,12
"P1216","2015-05",38,10
"P1216","2015-06",23,9
"P1216","2015-07",13,8
"P1216","2015-08",26,10
"P1216","2015-09",17,11
"P1216","2015-10",179,40
"P1216","2015-11",134,21
"P1216","2015-12",228,18
"P1216","2016-01",199,14
"P1216","2016-02",96,13
"P1216","2016-03",53,12
"P1216","2016-04",3,3
"P1216","2016-05",43,5
"P1216","2016-06",20,6
"P1216","2016-07",45,5
"P1216","2016-08",335988,15
"P1216","2016-09",289,14
"P1216","2016-10",1,1
"P1217","2014-03",1,1
"P1217","2014-05",38,1
"P1217","2016-02",77,1
"P1218","2014-03",1,1
"P1218","2014-05",22,1
"P1218","2015-09",53,1
"P1218","2015-11",1,1
"P1218","2016-03",3,1
"P1218","2016-04",1,1
"P1219","2014-03",1,1
"P1219","2014-06",1,1
"P1219","2015-03",2,2
"P1219","2015-04",1,1
"P1219","2015-05",6,2
"P1219","2015-08",1,1
"P1219","2015-09",21,1
"P1219","2015-10",1,1
"P1219","2016-01",4,1
"P1219","2016-02",1,1
"P1219","2016-03",542,5
"P1219","2016-04",69,2
"P1219","2016-05",173,3
"P1219","2016-06",274,3
"P1219","2016-07",537,4
"P1219","2016-08",26,4
"P1219","2016-09",1,1
"P122","2013-02",13,9
"P122","2013-03",14,11
"P122","2013-04",8,8
"P122","2013-05",16,9
"P122","2013-06",8,8
"P122","2013-07",12,7
"P122","2013-08",2,2
"P122","2013-09",17,4
"P122","2013-10",2,2
"P122","2013-11",2,2
"P122","2013-12",30,3
"P122","2014-01",74,4
"P122","2014-02",20,4
"P122","2014-03",317,6
"P122","2014-04",23,4
"P122","2014-05",19,3
"P122","2014-06",6,2
"P122","2014-07",8,6
"P122","2014-08",4,4
"P122","2014-09",8,6
"P122","2014-10",1,1
"P122","2014-11",3,1
"P122","2014-12",4,4
"P122","2015-02",15,5
"P122","2015-03",4,5
"P122","2015-04",19,5
"P122","2015-05",2,2
"P122","2015-06",4,4
"P122","2015-07",6,7
"P122","2015-08",10,6
"P122","2015-09",18,8
"P122","2015-10",2,3
"P122","2015-11",5,3
"P122","2015-12",3,3
"P122","2016-01",5,5
"P122","2016-02",5,5
"P122","2016-03",2,2
"P122","2016-04",4,4
"P122","2016-05",9,4
"P122","2016-06",5,6
"P122","2016-07",5,6
"P122","2016-08",5,5
"P122","2016-09",5,6
"P1220","2014-03",2,2
"P1220","2014-04",2,2
"P1220","2014-05",16,1
"P1220","2014-07",9,3
"P1220","2014-09",1,1
"P1220","2014-11",1,1
"P1220","2015-01",1,1
"P1220","2015-02",1,1
"P1220","2015-03",14,2
"P1220","2015-05",2,2
"P1220","2015-07",3,1
"P1220","2015-08",406,4
"P1220","2015-09",1,1
"P1220","2015-10",696,2
"P1220","2015-11",2285,4
"P1220","2015-12",1,1
"P1220","2016-01",3140,5
"P1220","2016-02",7,3
"P1220","2016-03",30,1
"P1220","2016-04",82,1
"P1220","2016-05",740,4
"P1220","2016-06",464,4
"P1220","2016-07",1101,23
"P1220","2016-08",521,17
"P1220","2016-09",37,8
"P1221","2014-03",1,1
"P1221","2014-07",1,1
"P1222","2014-03",1,1
"P1222","2014-04",4,2
"P1222","2016-02",205,1
"P1222","2016-03",4,3
"P1222","2016-05",1,1
"P1222","2016-06",18,2
"P1222","2016-07",6,3
"P1222","2016-08",2,1
"P1223","2014-04",17,5
"P1224","2014-03",1,1
"P1224","2014-04",1,1
"P1224","2014-05",1,1
"P1224","2016-09",1,1
"P1225","2014-03",1,1
"P1225","2016-08",5,1
"P1225","2016-09",2,1
"P1226","2014-03",1,1
"P1228","2014-04",1,1
"P1228","2014-06",1,1
"P1229","2014-04",513,5
"P1229","2014-06",1,1
"P1229","2014-07",4,1
"P1229","2014-08",3,2
"P1229","2014-09",2,2
"P1229","2014-10",1,1
"P1229","2014-11",2,2
"P1229","2015-01",10,1
"P1229","2015-02",1,1
"P1229","2015-05",2,1
"P1229","2015-06",2,2
"P1229","2015-07",2,1
"P1229","2015-08",2,1
"P1229","2015-09",11,2
"P1229","2015-10",22,3
"P1229","2015-12",3,1
"P1229","2016-01",7,1
"P1229","2016-04",1,1
"P1229","2016-05",4,1
"P1229","2016-06",2,2
"P1229","2016-07",1,1
"P1229","2016-08",3,1
"P1229","2016-09",1,1
"P123","2013-02",11,7
"P123","2013-03",71,20
"P123","2013-04",13271,48
"P123","2013-05",70,30
"P123","2013-06",99,35
"P123","2013-07",133,36
"P123","2013-08",59,30
"P123","2013-09",5125,30
"P123","2013-10",381,43
"P123","2013-11",93,36
"P123","2013-12",201,43
"P123","2014-01",113,48
"P123","2014-02",183,48
"P123","2014-03",94,47
"P123","2014-04",12277,36
"P123","2014-05",5622,49
"P123","2014-06",94,69
"P123","2014-07",85,47
"P123","2014-08",172,60
"P123","2014-09",111,52
"P123","2014-10",110,54
"P123","2014-11",343,60
"P123","2014-12",275,59
"P123","2015-01",153,50
"P123","2015-02",186,70
"P123","2015-03",195,68
"P123","2015-04",180,62
"P123","2015-05",290,59
"P123","2015-06",215,74
"P123","2015-07",130,64
"P123","2015-08",187,86
"P123","2015-09",181,74
"P123","2015-10",566,98
"P123","2015-11",199,82
"P123","2015-12",139,70
"P123","2016-01",3090,95
"P123","2016-02",377,94
"P123","2016-03",549,97
"P123","2016-04",2786,96
"P123","2016-05",1040,106
"P123","2016-06",638,94
"P123","2016-07",1130,101
"P123","2016-08",801,108
"P123","2016-09",976,109
"P123","2016-10",6,5
"P1230","2014-04",2,1
"P1230","2014-05",1,1
"P1230","2016-02",8,2
"P1230","2016-03",1300,12
"P1230","2016-04",123,4
"P1230","2016-05",11,5
"P1230","2016-06",13,2
"P1230","2016-07",28,4
"P1230","2016-08",38,5
"P1230","2016-09",195,5
"P1231","2014-04",1,1
"P1231","2015-04",1,1
"P1232","2014-04",2,2
"P1232","2014-07",4,1
"P1232","2015-04",2,1
"P1232","2015-05",1,1
"P1232","2015-06",3,2
"P1232","2015-12",1,1
"P1232","2016-05",1,2
"P1232","2016-08",3,2
"P1232","2016-09",4,1
"P1233","2014-04",84,3
"P1233","2014-05",2,3
"P1233","2014-09",3,3
"P1233","2014-10",7,1
"P1233","2014-11",3068,6
"P1233","2014-12",1,1
"P1233","2015-01",55,11
"P1233","2015-02",11,8
"P1233","2015-03",23,4
"P1233","2015-04",6,4
"P1233","2015-05",11,5
"P1233","2015-06",3,3
"P1233","2015-07",39,11
"P1233","2015-08",29,12
"P1233","2015-09",85,9
"P1233","2015-10",46,10
"P1233","2015-11",40,14
"P1233","2015-12",14,6
"P1233","2016-01",35,13
"P1233","2016-02",19,10
"P1233","2016-03",49,15
"P1233","2016-04",50,8
"P1233","2016-05",33,8
"P1233","2016-06",9,6
"P1233","2016-07",11,6
"P1233","2016-08",5,4
"P1233","2016-09",5,5
"P1233","2016-10",1,1
"P1234","2014-04",2,2
"P1234","2015-01",1,1
"P1234","2015-03",1,1
"P1234","2015-06",1,1
"P1234","2015-07",1,1
"P1234","2015-12",1,1
"P1234","2016-02",6,2
"P1234","2016-08",2,2
"P1234","2016-09",2,2
"P1235","2014-04",7,3
"P1235","2014-11",2,1
"P1235","2015-01",5,3
"P1235","2015-02",1,1
"P1235","2015-05",1,1
"P1235","2015-06",1,1
"P1235","2015-07",4,1
"P1235","2015-08",9,3
"P1235","2015-09",12,4
"P1235","2015-10",15,3
"P1235","2015-11",7,3
"P1235","2015-12",40,4
"P1235","2016-01",1,1
"P1235","2016-02",1,1
"P1235","2016-04",1,1
"P1235","2016-06",2,2
"P1235","2016-07",3,3
"P1235","2016-08",1,1
"P1235","2016-09",14,1
"P1236","2014-04",40,2
"P1236","2014-06",1,1
"P1236","2015-05",1,1
"P1236","2015-09",1,1
"P1236","2015-12",1,1
"P1236","2016-02",1,1
"P1236","2016-04",1,1
"P1237","2014-04",11,3
"P1237","2014-05",10,6
"P1237","2014-06",7,5
"P1237","2014-07",14,9
"P1237","2014-08",4,3
"P1237","2014-09",4,3
"P1237","2014-10",4,3
"P1237","2014-11",2,2
"P1237","2014-12",2,1
"P1237","2015-02",4,3
"P1237","2015-03",3,3
"P1237","2015-05",5,3
"P1237","2015-06",2,2
"P1237","2015-07",1,1
"P1237","2015-08",8,3
"P1237","2015-09",13,5
"P1237","2015-10",5471,8
"P1237","2015-11",141,10
"P1237","2015-12",300,7
"P1237","2016-01",100,8
"P1237","2016-02",235,9
"P1237","2016-03",8,4
"P1237","2016-04",27,8
"P1237","2016-05",11,7
"P1237","2016-06",8,4
"P1237","2016-07",213,6
"P1237","2016-08",14,8
"P1237","2016-09",15,9
"P1238","2014-04",2,2
"P1238","2014-05",8,1
"P1238","2014-10",2,1
"P1238","2014-12",1,1
"P1238","2015-01",1,1
"P1238","2015-02",2,1
"P1238","2015-03",1,1
"P1238","2015-09",1,1
"P1238","2015-10",1,1
"P1238","2015-11",1,1
"P1238","2016-01",1,1
"P1238","2016-02",1340,2
"P1238","2016-03",16,1
"P1238","2016-04",1,1
"P1238","2016-06",1,1
"P1239","2014-04",1,1
"P1239","2015-08",7,3
"P1239","2015-09",1,1
"P1239","2015-10",7,6
"P1239","2015-11",2,1
"P1239","2016-02",4,3
"P1239","2016-03",2,2
"P1239","2016-04",3,3
"P1239","2016-05",9,5
"P1239","2016-06",2,1
"P1239","2016-09",1,1
"P1240","2014-04",13737,5
"P1240","2014-05",9,8
"P1240","2014-06",26,20
"P1240","2014-07",20,11
"P1240","2014-08",5,4
"P1240","2014-09",5,2
"P1240","2014-10",7,3
"P1240","2014-11",4,2
"P1240","2014-12",2,2
"P1240","2015-01",4,4
"P1240","2015-02",7,4
"P1240","2015-03",1,1
"P1240","2015-04",5,4
"P1240","2015-05",6,6
"P1240","2015-06",6,4
"P1240","2015-07",2,2
"P1240","2015-08",4,4
"P1240","2015-09",2,2
"P1240","2015-10",17,13
"P1240","2015-11",8,7
"P1240","2015-12",19,10
"P1240","2016-01",16,6
"P1240","2016-02",13,7
"P1240","2016-03",9,5
"P1240","2016-04",5,4
"P1240","2016-05",2,2
"P1240","2016-06",2,2
"P1240","2016-07",3,3
"P1240","2016-08",13,3
"P1240","2016-09",4,3
"P1241","2014-04",56,2
"P1242","2014-04",1,1
"P1242","2016-01",81,9
"P1242","2016-02",224,7
"P1242","2016-03",472,13
"P1242","2016-04",7,5
"P1242","2016-05",8,4
"P1242","2016-06",31,4
"P1242","2016-07",6,6
"P1242","2016-08",5,3
"P1243","2014-04",2,1
"P1243","2014-05",1,1
